year,lgacode,disease,indigenous_status,gender,number_of_people
2021,30300,asthma,indigenous,m,52
2021,30370,asthma,indigenous,m,38
2021,30410,asthma,indigenous,m,11
2021,30450,asthma,indigenous,m,0
2021,30760,asthma,indigenous,m,4
2021,30900,asthma,indigenous,m,7
2021,31000,asthma,indigenous,m,1350
2021,31750,asthma,indigenous,m,8
2021,31820,asthma,indigenous,m,307
2021,31900,asthma,indigenous,m,49
2021,31950,asthma,indigenous,m,3
2021,32080,asthma,indigenous,m,563
2021,32250,asthma,indigenous,m,20
2021,32260,asthma,indigenous,m,138
2021,32270,asthma,indigenous,m,69
2021,32310,asthma,indigenous,m,40
2021,32330,asthma,indigenous,m,16
2021,32450,asthma,indigenous,m,42
2021,32500,asthma,indigenous,m,25
2021,32600,asthma,indigenous,m,0
2021,32750,asthma,indigenous,m,0
2021,32770,asthma,indigenous,m,6
2021,32810,asthma,indigenous,m,29
2021,33100,asthma,indigenous,m,0
2021,33200,asthma,indigenous,m,7
2021,33220,asthma,indigenous,m,397
2021,33360,asthma,indigenous,m,190
2021,33430,asthma,indigenous,m,818
2021,33610,asthma,indigenous,m,42
2021,33620,asthma,indigenous,m,129
2021,33800,asthma,indigenous,m,39
2021,33830,asthma,indigenous,m,14
2021,33960,asthma,indigenous,m,904
2021,33980,asthma,indigenous,m,80
2021,34420,asthma,indigenous,m,4
2021,34530,asthma,indigenous,m,106
2021,34570,asthma,indigenous,m,4
2021,34580,asthma,indigenous,m,133
2021,34590,asthma,indigenous,m,1120
2021,34710,asthma,indigenous,m,14
2021,34770,asthma,indigenous,m,368
2021,34800,asthma,indigenous,m,0
2021,34830,asthma,indigenous,m,3
2021,34860,asthma,indigenous,m,77
2021,34880,asthma,indigenous,m,84
2021,35010,asthma,indigenous,m,1247
2021,35250,asthma,indigenous,m,4
2021,35300,asthma,indigenous,m,124
2021,35600,asthma,indigenous,m,39
2021,35670,asthma,indigenous,m,8
2021,35740,asthma,indigenous,m,63
2021,35760,asthma,indigenous,m,51
2021,35780,asthma,indigenous,m,28
2021,35790,asthma,indigenous,m,17
2021,35800,asthma,indigenous,m,34
2021,36070,asthma,indigenous,m,3
2021,36150,asthma,indigenous,m,14
2021,36250,asthma,indigenous,m,301
2021,36300,asthma,indigenous,m,5
2021,36370,asthma,indigenous,m,378
2021,36510,asthma,indigenous,m,87
2021,36580,asthma,indigenous,m,87
2021,36630,asthma,indigenous,m,139
2021,36660,asthma,indigenous,m,127
2021,36720,asthma,indigenous,m,491
2021,36820,asthma,indigenous,m,79
2021,36910,asthma,indigenous,m,643
2021,36950,asthma,indigenous,m,53
2021,36960,asthma,indigenous,m,46
2021,37010,asthma,indigenous,m,724
2021,37300,asthma,indigenous,m,23
2021,37310,asthma,indigenous,m,190
2021,37340,asthma,indigenous,m,114
2021,37400,asthma,indigenous,m,4
2021,37550,asthma,indigenous,m,22
2021,37570,asthma,indigenous,m,4
2021,37600,asthma,indigenous,m,36
2021,39499,asthma,indigenous,m,50
2021,39799,asthma,indigenous,m,0
2021,40070,asthma,indigenous,m,12
2021,40120,asthma,indigenous,m,6
2021,40150,asthma,indigenous,m,24
2021,40220,asthma,indigenous,m,15
2021,40250,asthma,indigenous,m,23
2021,40310,asthma,indigenous,m,15
2021,40430,asthma,indigenous,m,8
2021,40520,asthma,indigenous,m,50
2021,40700,asthma,indigenous,m,3
2021,40910,asthma,indigenous,m,31
2021,41010,asthma,indigenous,m,25
2021,41060,asthma,indigenous,m,103
2021,41140,asthma,indigenous,m,7
2021,41190,asthma,indigenous,m,0
2021,41330,asthma,indigenous,m,0
2021,41560,asthma,indigenous,m,32
2021,41750,asthma,indigenous,m,0
2021,41830,asthma,indigenous,m,0
2021,41960,asthma,indigenous,m,5
2021,42030,asthma,indigenous,m,38
2021,42110,asthma,indigenous,m,4
2021,42250,asthma,indigenous,m,9
2021,42600,asthma,indigenous,m,25
2021,42750,asthma,indigenous,m,0
2021,43080,asthma,indigenous,m,0
2021,43220,asthma,indigenous,m,0
2021,43360,asthma,indigenous,m,4
2021,43650,asthma,indigenous,m,21
2021,43710,asthma,indigenous,m,8
2021,43790,asthma,indigenous,m,14
2021,44000,asthma,indigenous,m,0
2021,44060,asthma,indigenous,m,59
2021,44210,asthma,indigenous,m,11
2021,44340,asthma,indigenous,m,26
2021,44550,asthma,indigenous,m,27
2021,44620,asthma,indigenous,m,52
2021,44830,asthma,indigenous,m,3
2021,45040,asthma,indigenous,m,76
2021,45090,asthma,indigenous,m,13
2021,45120,asthma,indigenous,m,4
2021,45290,asthma,indigenous,m,7
2021,45340,asthma,indigenous,m,203
2021,45400,asthma,indigenous,m,0
2021,45540,asthma,indigenous,m,9
2021,45680,asthma,indigenous,m,321
2021,45890,asthma,indigenous,m,169
2021,46090,asthma,indigenous,m,147
2021,46300,asthma,indigenous,m,41
2021,46450,asthma,indigenous,m,51
2021,46510,asthma,indigenous,m,14
2021,46670,asthma,indigenous,m,19
2021,46860,asthma,indigenous,m,0
2021,46970,asthma,indigenous,m,11
2021,47140,asthma,indigenous,m,261
2021,47290,asthma,indigenous,m,3
2021,47490,asthma,indigenous,m,0
2021,47630,asthma,indigenous,m,13
2021,47700,asthma,indigenous,m,93
2021,47800,asthma,indigenous,m,19
2021,47910,asthma,indigenous,m,6
2021,47980,asthma,indigenous,m,7
2021,48050,asthma,indigenous,m,15
2021,48130,asthma,indigenous,m,7
2021,48260,asthma,indigenous,m,3
2021,48340,asthma,indigenous,m,11
2021,48410,asthma,indigenous,m,41
2021,48540,asthma,indigenous,m,64
2021,48640,asthma,indigenous,m,3
2021,48750,asthma,indigenous,m,5
2021,48830,asthma,indigenous,m,25
2021,49399,asthma,indigenous,m,22
2021,49499,asthma,indigenous,m,20
2021,49799,asthma,indigenous,m,0
2021,50080,asthma,indigenous,m,59
2021,50210,asthma,indigenous,m,155
2021,50250,asthma,indigenous,m,23
2021,50280,asthma,indigenous,m,7
2021,50350,asthma,indigenous,m,26
2021,50420,asthma,indigenous,m,47
2021,50490,asthma,indigenous,m,52
2021,50560,asthma,indigenous,m,5
2021,50630,asthma,indigenous,m,3
2021,50770,asthma,indigenous,m,0
2021,50840,asthma,indigenous,m,4
2021,50910,asthma,indigenous,m,0
2021,50980,asthma,indigenous,m,81
2021,51080,asthma,indigenous,m,3
2021,51120,asthma,indigenous,m,4
2021,51190,asthma,indigenous,m,59
2021,51260,asthma,indigenous,m,43
2021,51310,asthma,indigenous,m,0
2021,51330,asthma,indigenous,m,73
2021,51400,asthma,indigenous,m,30
2021,51470,asthma,indigenous,m,4
2021,51540,asthma,indigenous,m,27
2021,51610,asthma,indigenous,m,0
2021,51680,asthma,indigenous,m,7
2021,51710,asthma,indigenous,m,0
2021,51750,asthma,indigenous,m,5
2021,51820,asthma,indigenous,m,127
2021,51860,asthma,indigenous,m,0
2021,51890,asthma,indigenous,m,17
2021,51960,asthma,indigenous,m,11
2021,52030,asthma,indigenous,m,0
2021,52100,asthma,indigenous,m,0
2021,52170,asthma,indigenous,m,0
2021,52240,asthma,indigenous,m,0
2021,52310,asthma,indigenous,m,0
2021,52380,asthma,indigenous,m,0
2021,52450,asthma,indigenous,m,3
2021,52520,asthma,indigenous,m,3
2021,52590,asthma,indigenous,m,10
2021,52660,asthma,indigenous,m,33
2021,52730,asthma,indigenous,m,5
2021,52800,asthma,indigenous,m,41
2021,52870,asthma,indigenous,m,3
2021,52940,asthma,indigenous,m,0
2021,53010,asthma,indigenous,m,0
2021,53080,asthma,indigenous,m,4
2021,53150,asthma,indigenous,m,3
2021,53220,asthma,indigenous,m,34
2021,53290,asthma,indigenous,m,23
2021,53360,asthma,indigenous,m,0
2021,53430,asthma,indigenous,m,26
2021,53570,asthma,indigenous,m,11
2021,53640,asthma,indigenous,m,5
2021,53710,asthma,indigenous,m,0
2021,53780,asthma,indigenous,m,152
2021,53800,asthma,indigenous,m,167
2021,53920,asthma,indigenous,m,29
2021,53990,asthma,indigenous,m,52
2021,54060,asthma,indigenous,m,3
2021,54130,asthma,indigenous,m,0
2021,54170,asthma,indigenous,m,90
2021,54200,asthma,indigenous,m,67
2021,54280,asthma,indigenous,m,51
2021,54310,asthma,indigenous,m,65
2021,54340,asthma,indigenous,m,18
2021,54410,asthma,indigenous,m,9
2021,54480,asthma,indigenous,m,0
2021,54550,asthma,indigenous,m,9
2021,54620,asthma,indigenous,m,3
2021,54690,asthma,indigenous,m,0
2021,54760,asthma,indigenous,m,0
2021,54830,asthma,indigenous,m,79
2021,54900,asthma,indigenous,m,0
2021,54970,asthma,indigenous,m,6
2021,55040,asthma,indigenous,m,5
2021,55110,asthma,indigenous,m,141
2021,55180,asthma,indigenous,m,13
2021,55250,asthma,indigenous,m,5
2021,55320,asthma,indigenous,m,47
2021,55390,asthma,indigenous,m,5
2021,55460,asthma,indigenous,m,13
2021,55530,asthma,indigenous,m,0
2021,55600,asthma,indigenous,m,13
2021,55670,asthma,indigenous,m,4
2021,55740,asthma,indigenous,m,0
2021,55810,asthma,indigenous,m,0
2021,55880,asthma,indigenous,m,0
2021,55950,asthma,indigenous,m,4
2021,56090,asthma,indigenous,m,34
2021,56160,asthma,indigenous,m,5
2021,56230,asthma,indigenous,m,19
2021,56300,asthma,indigenous,m,6
2021,56370,asthma,indigenous,m,0
2021,56460,asthma,indigenous,m,11
2021,56580,asthma,indigenous,m,3
2021,56620,asthma,indigenous,m,12
2021,56730,asthma,indigenous,m,23
2021,56790,asthma,indigenous,m,7
2021,56860,asthma,indigenous,m,0
2021,56930,asthma,indigenous,m,0
2021,57000,asthma,indigenous,m,0
2021,57080,asthma,indigenous,m,23
2021,57140,asthma,indigenous,m,3
2021,57210,asthma,indigenous,m,8
2021,57280,asthma,indigenous,m,105
2021,57350,asthma,indigenous,m,3
2021,57420,asthma,indigenous,m,0
2021,57490,asthma,indigenous,m,187
2021,57630,asthma,indigenous,m,0
2021,57700,asthma,indigenous,m,42
2021,57770,asthma,indigenous,m,4
2021,57840,asthma,indigenous,m,31
2021,57910,asthma,indigenous,m,142
2021,57980,asthma,indigenous,m,9
2021,58050,asthma,indigenous,m,268
2021,58190,asthma,indigenous,m,0
2021,58260,asthma,indigenous,m,6
2021,58330,asthma,indigenous,m,5
2021,58400,asthma,indigenous,m,0
2021,58470,asthma,indigenous,m,0
2021,58510,asthma,indigenous,m,32
2021,58540,asthma,indigenous,m,0
2021,58570,asthma,indigenous,m,4
2021,58610,asthma,indigenous,m,4
2021,58680,asthma,indigenous,m,0
2021,58760,asthma,indigenous,m,218
2021,58820,asthma,indigenous,m,10
2021,58890,asthma,indigenous,m,4
2021,59030,asthma,indigenous,m,0
2021,59100,asthma,indigenous,m,0
2021,59170,asthma,indigenous,m,4
2021,59250,asthma,indigenous,m,7
2021,59310,asthma,indigenous,m,9
2021,59320,asthma,indigenous,m,0
2021,59330,asthma,indigenous,m,0
2021,59340,asthma,indigenous,m,38
2021,59350,asthma,indigenous,m,0
2021,59360,asthma,indigenous,m,0
2021,59370,asthma,indigenous,m,6
2021,59499,asthma,indigenous,m,25
2021,59799,asthma,indigenous,m,0
2021,60210,asthma,indigenous,m,25
2021,60410,asthma,indigenous,m,168
2021,60610,asthma,indigenous,m,122
2021,60810,asthma,indigenous,m,102
2021,61010,asthma,indigenous,m,9
2021,61210,asthma,indigenous,m,83
2021,61410,asthma,indigenous,m,184
2021,61510,asthma,indigenous,m,50
2021,61610,asthma,indigenous,m,145
2021,61810,asthma,indigenous,m,19
2021,62010,asthma,indigenous,m,9
2021,62210,asthma,indigenous,m,21
2021,62410,asthma,indigenous,m,12
2021,62610,asthma,indigenous,m,183
2021,62810,asthma,indigenous,m,53
2021,63010,asthma,indigenous,m,117
2021,63210,asthma,indigenous,m,25
2021,63410,asthma,indigenous,m,3
2021,63610,asthma,indigenous,m,110
2021,63810,asthma,indigenous,m,48
2021,64010,asthma,indigenous,m,223
2021,64210,asthma,indigenous,m,46
2021,64610,asthma,indigenous,m,23
2021,64810,asthma,indigenous,m,56
2021,65010,asthma,indigenous,m,32
2021,65210,asthma,indigenous,m,6
2021,65410,asthma,indigenous,m,87
2021,65610,asthma,indigenous,m,32
2021,65810,asthma,indigenous,m,43
2021,69499,asthma,indigenous,m,9
2021,69799,asthma,indigenous,m,0
2021,70200,asthma,indigenous,m,146
2021,70420,asthma,indigenous,m,54
2021,70540,asthma,indigenous,m,0
2021,70620,asthma,indigenous,m,23
2021,70700,asthma,indigenous,m,10
2021,71000,asthma,indigenous,m,206
2021,71150,asthma,indigenous,m,0
2021,71300,asthma,indigenous,m,106
2021,72200,asthma,indigenous,m,57
2021,72300,asthma,indigenous,m,69
2021,72330,asthma,indigenous,m,40
2021,72800,asthma,indigenous,m,216
2021,73600,asthma,indigenous,m,41
2021,74050,asthma,indigenous,m,16
2021,74550,asthma,indigenous,m,25
2021,74560,asthma,indigenous,m,3
2021,74660,asthma,indigenous,m,116
2021,74680,asthma,indigenous,m,34
2021,79399,asthma,indigenous,m,30
2021,79499,asthma,indigenous,m,16
2021,79799,asthma,indigenous,m,0
2021,89399,asthma,indigenous,m,593
2021,89499,asthma,indigenous,m,0
2021,89799,asthma,indigenous,m,0
2021,99399,asthma,indigenous,m,6
2021,99499,asthma,indigenous,m,0
2021,99799,asthma,indigenous,m,0
2021,10050,asthma,non_indigenous,f,3091
2021,10180,asthma,non_indigenous,f,1380
2021,10250,asthma,non_indigenous,f,1989
2021,10300,asthma,non_indigenous,f,73
2021,10470,asthma,non_indigenous,f,2445
2021,10500,asthma,non_indigenous,f,4794
2021,10550,asthma,non_indigenous,f,1744
2021,10600,asthma,non_indigenous,f,537
2021,10650,asthma,non_indigenous,f,472
2021,10750,asthma,non_indigenous,f,14497
2021,10800,asthma,non_indigenous,f,251
2021,10850,asthma,non_indigenous,f,382
2021,10900,asthma,non_indigenous,f,4031
2021,10950,asthma,non_indigenous,f,96
2021,11150,asthma,non_indigenous,f,54
2021,11200,asthma,non_indigenous,f,16
2021,11250,asthma,non_indigenous,f,1057
2021,11300,asthma,non_indigenous,f,933
2021,11350,asthma,non_indigenous,f,1105
2021,11400,asthma,non_indigenous,f,613
2021,11450,asthma,non_indigenous,f,4610
2021,11500,asthma,non_indigenous,f,7668
2021,11520,asthma,non_indigenous,f,2706
2021,11570,asthma,non_indigenous,f,10558
2021,11600,asthma,non_indigenous,f,121
2021,11650,asthma,non_indigenous,f,17606
2021,11700,asthma,non_indigenous,f,27
2021,11720,asthma,non_indigenous,f,3395
2021,11730,asthma,non_indigenous,f,2636
2021,11750,asthma,non_indigenous,f,164
2021,11800,asthma,non_indigenous,f,3465
2021,12000,asthma,non_indigenous,f,280
2021,12150,asthma,non_indigenous,f,120
2021,12160,asthma,non_indigenous,f,581
2021,12350,asthma,non_indigenous,f,631
2021,12380,asthma,non_indigenous,f,5841
2021,12390,asthma,non_indigenous,f,2465
2021,12700,asthma,non_indigenous,f,512
2021,12730,asthma,non_indigenous,f,444
2021,12750,asthma,non_indigenous,f,1895
2021,12850,asthma,non_indigenous,f,5654
2021,12870,asthma,non_indigenous,f,756
2021,12900,asthma,non_indigenous,f,403
2021,12930,asthma,non_indigenous,f,4020
2021,12950,asthma,non_indigenous,f,181
2021,13010,asthma,non_indigenous,f,428
2021,13310,asthma,non_indigenous,f,1743
2021,13340,asthma,non_indigenous,f,578
2021,13450,asthma,non_indigenous,f,1243
2021,13550,asthma,non_indigenous,f,526
2021,13660,asthma,non_indigenous,f,232
2021,13800,asthma,non_indigenous,f,2968
2021,13850,asthma,non_indigenous,f,167
2021,13910,asthma,non_indigenous,f,1032
2021,14000,asthma,non_indigenous,f,5468
2021,14100,asthma,non_indigenous,f,435
2021,14170,asthma,non_indigenous,f,7560
2021,14220,asthma,non_indigenous,f,792
2021,14300,asthma,non_indigenous,f,323
2021,14350,asthma,non_indigenous,f,1434
2021,14400,asthma,non_indigenous,f,1027
2021,14500,asthma,non_indigenous,f,3946
2021,14550,asthma,non_indigenous,f,455
2021,14600,asthma,non_indigenous,f,254
2021,14650,asthma,non_indigenous,f,11251
2021,14700,asthma,non_indigenous,f,1433
2021,14750,asthma,non_indigenous,f,631
2021,14850,asthma,non_indigenous,f,2289
2021,14870,asthma,non_indigenous,f,1022
2021,14900,asthma,non_indigenous,f,7520
2021,14920,asthma,non_indigenous,f,330
2021,14950,asthma,non_indigenous,f,198
2021,15050,asthma,non_indigenous,f,5069
2021,15240,asthma,non_indigenous,f,5059
2021,15270,asthma,non_indigenous,f,1156
2021,15300,asthma,non_indigenous,f,433
2021,15350,asthma,non_indigenous,f,1029
2021,15520,asthma,non_indigenous,f,587
2021,15560,asthma,non_indigenous,f,197
2021,15650,asthma,non_indigenous,f,800
2021,15700,asthma,non_indigenous,f,1029
2021,15750,asthma,non_indigenous,f,543
2021,15800,asthma,non_indigenous,f,297
2021,15850,asthma,non_indigenous,f,238
2021,15900,asthma,non_indigenous,f,8286
2021,15950,asthma,non_indigenous,f,2567
2021,15990,asthma,non_indigenous,f,9432
2021,16100,asthma,non_indigenous,f,250
2021,16150,asthma,non_indigenous,f,2126
2021,16200,asthma,non_indigenous,f,697
2021,16260,asthma,non_indigenous,f,7028
2021,16350,asthma,non_indigenous,f,10002
2021,16380,asthma,non_indigenous,f,4496
2021,16400,asthma,non_indigenous,f,3853
2021,16490,asthma,non_indigenous,f,2988
2021,16550,asthma,non_indigenous,f,4279
2021,16610,asthma,non_indigenous,f,1252
2021,16700,asthma,non_indigenous,f,3732
2021,16900,asthma,non_indigenous,f,3745
2021,16950,asthma,non_indigenous,f,5195
2021,17000,asthma,non_indigenous,f,1041
2021,17040,asthma,non_indigenous,f,932
2021,17080,asthma,non_indigenous,f,763
2021,17100,asthma,non_indigenous,f,965
2021,17150,asthma,non_indigenous,f,9201
2021,17200,asthma,non_indigenous,f,6429
2021,17310,asthma,non_indigenous,f,3312
2021,17350,asthma,non_indigenous,f,344
2021,17400,asthma,non_indigenous,f,341
2021,17420,asthma,non_indigenous,f,6032
2021,17550,asthma,non_indigenous,f,4213
2021,17620,asthma,non_indigenous,f,704
2021,17640,asthma,non_indigenous,f,395
2021,17650,asthma,non_indigenous,f,324
2021,17750,asthma,non_indigenous,f,3732
2021,17850,asthma,non_indigenous,f,117
2021,17900,asthma,non_indigenous,f,135
2021,17950,asthma,non_indigenous,f,106
2021,18020,asthma,non_indigenous,f,440
2021,18050,asthma,non_indigenous,f,2080
2021,18100,asthma,non_indigenous,f,176
2021,18200,asthma,non_indigenous,f,320
2021,18250,asthma,non_indigenous,f,2230
2021,18350,asthma,non_indigenous,f,2409
2021,18400,asthma,non_indigenous,f,2445
2021,18450,asthma,non_indigenous,f,9882
2021,18500,asthma,non_indigenous,f,1738
2021,18710,asthma,non_indigenous,f,872
2021,19399,asthma,non_indigenous,f,31
2021,19499,asthma,non_indigenous,f,372
2021,19799,asthma,non_indigenous,f,0
2021,20110,asthma,non_indigenous,f,557
2021,20260,asthma,non_indigenous,f,619
2021,20570,asthma,non_indigenous,f,7144
2021,20660,asthma,non_indigenous,f,5703
2021,20740,asthma,non_indigenous,f,2179
2021,20830,asthma,non_indigenous,f,3024
2021,20910,asthma,non_indigenous,f,4109
2021,21010,asthma,non_indigenous,f,900
2021,21110,asthma,non_indigenous,f,6487
2021,21180,asthma,non_indigenous,f,7312
2021,21270,asthma,non_indigenous,f,312
2021,21370,asthma,non_indigenous,f,2018
2021,21450,asthma,non_indigenous,f,5984
2021,21610,asthma,non_indigenous,f,14895
2021,21670,asthma,non_indigenous,f,800
2021,21750,asthma,non_indigenous,f,1042
2021,21830,asthma,non_indigenous,f,861
2021,21890,asthma,non_indigenous,f,6807
2021,22110,asthma,non_indigenous,f,2485
2021,22170,asthma,non_indigenous,f,8023
2021,22250,asthma,non_indigenous,f,603
2021,22310,asthma,non_indigenous,f,5632
2021,22410,asthma,non_indigenous,f,971
2021,22490,asthma,non_indigenous,f,1397
2021,22620,asthma,non_indigenous,f,7045
2021,22670,asthma,non_indigenous,f,5270
2021,22750,asthma,non_indigenous,f,14539
2021,22830,asthma,non_indigenous,f,3501
2021,22910,asthma,non_indigenous,f,900
2021,22980,asthma,non_indigenous,f,285
2021,23110,asthma,non_indigenous,f,4023
2021,23190,asthma,non_indigenous,f,1065
2021,23270,asthma,non_indigenous,f,9882
2021,23350,asthma,non_indigenous,f,919
2021,23430,asthma,non_indigenous,f,7004
2021,23670,asthma,non_indigenous,f,7675
2021,23810,asthma,non_indigenous,f,4656
2021,23940,asthma,non_indigenous,f,406
2021,24130,asthma,non_indigenous,f,2429
2021,24210,asthma,non_indigenous,f,4089
2021,24250,asthma,non_indigenous,f,471
2021,24330,asthma,non_indigenous,f,3734
2021,24410,asthma,non_indigenous,f,5802
2021,24600,asthma,non_indigenous,f,4800
2021,24650,asthma,non_indigenous,f,7798
2021,24780,asthma,non_indigenous,f,2926
2021,24850,asthma,non_indigenous,f,2571
2021,24900,asthma,non_indigenous,f,1611
2021,24970,asthma,non_indigenous,f,6296
2021,25060,asthma,non_indigenous,f,5216
2021,25150,asthma,non_indigenous,f,2043
2021,25250,asthma,non_indigenous,f,7904
2021,25340,asthma,non_indigenous,f,8346
2021,25430,asthma,non_indigenous,f,913
2021,25490,asthma,non_indigenous,f,892
2021,25620,asthma,non_indigenous,f,790
2021,25710,asthma,non_indigenous,f,2742
2021,25810,asthma,non_indigenous,f,613
2021,25900,asthma,non_indigenous,f,4207
2021,25990,asthma,non_indigenous,f,425
2021,26080,asthma,non_indigenous,f,131
2021,26170,asthma,non_indigenous,f,1528
2021,26260,asthma,non_indigenous,f,827
2021,26350,asthma,non_indigenous,f,4223
2021,26430,asthma,non_indigenous,f,557
2021,26490,asthma,non_indigenous,f,1619
2021,26610,asthma,non_indigenous,f,957
2021,26670,asthma,non_indigenous,f,306
2021,26700,asthma,non_indigenous,f,1790
2021,26730,asthma,non_indigenous,f,1921
2021,26810,asthma,non_indigenous,f,2418
2021,26890,asthma,non_indigenous,f,180
2021,26980,asthma,non_indigenous,f,6552
2021,27070,asthma,non_indigenous,f,8768
2021,27170,asthma,non_indigenous,f,2574
2021,27260,asthma,non_indigenous,f,10188
2021,27350,asthma,non_indigenous,f,4389
2021,27450,asthma,non_indigenous,f,8148
2021,27630,asthma,non_indigenous,f,382
2021,29399,asthma,non_indigenous,f,22
2021,29499,asthma,non_indigenous,f,357
2021,29799,asthma,non_indigenous,f,0
2021,30250,asthma,non_indigenous,f,3
2021,30300,asthma,non_indigenous,f,156
2021,30370,asthma,non_indigenous,f,610
2021,30410,asthma,non_indigenous,f,109
2021,30450,asthma,non_indigenous,f,8
2021,30760,asthma,non_indigenous,f,83
2021,30900,asthma,non_indigenous,f,14
2021,31000,asthma,non_indigenous,f,51661
2021,31750,asthma,non_indigenous,f,18
2021,31820,asthma,non_indigenous,f,5255
2021,31900,asthma,non_indigenous,f,582
2021,31950,asthma,non_indigenous,f,7
2021,32080,asthma,non_indigenous,f,5261
2021,32250,asthma,non_indigenous,f,48
2021,32260,asthma,non_indigenous,f,898
2021,32270,asthma,non_indigenous,f,1038
2021,32310,asthma,non_indigenous,f,497
2021,32330,asthma,non_indigenous,f,0
2021,32450,asthma,non_indigenous,f,84
2021,32500,asthma,non_indigenous,f,86
2021,32600,asthma,non_indigenous,f,4
2021,32750,asthma,non_indigenous,f,13
2021,32770,asthma,non_indigenous,f,3
2021,32810,asthma,non_indigenous,f,320
2021,33100,asthma,non_indigenous,f,16
2021,33200,asthma,non_indigenous,f,69
2021,33220,asthma,non_indigenous,f,6196
2021,33360,asthma,non_indigenous,f,2638
2021,33430,asthma,non_indigenous,f,26101
2021,33610,asthma,non_indigenous,f,464
2021,33620,asthma,non_indigenous,f,2543
2021,33800,asthma,non_indigenous,f,402
2021,33830,asthma,non_indigenous,f,0
2021,33960,asthma,non_indigenous,f,13060
2021,33980,asthma,non_indigenous,f,742
2021,34420,asthma,non_indigenous,f,0
2021,34530,asthma,non_indigenous,f,1603
2021,34570,asthma,non_indigenous,f,3
2021,34580,asthma,non_indigenous,f,2185
2021,34590,asthma,non_indigenous,f,17930
2021,34710,asthma,non_indigenous,f,146
2021,34770,asthma,non_indigenous,f,4984
2021,34800,asthma,non_indigenous,f,30
2021,34830,asthma,non_indigenous,f,0
2021,34860,asthma,non_indigenous,f,621
2021,34880,asthma,non_indigenous,f,602
2021,35010,asthma,non_indigenous,f,25667
2021,35250,asthma,non_indigenous,f,9
2021,35300,asthma,non_indigenous,f,567
2021,35600,asthma,non_indigenous,f,168
2021,35670,asthma,non_indigenous,f,0
2021,35740,asthma,non_indigenous,f,2288
2021,35760,asthma,non_indigenous,f,430
2021,35780,asthma,non_indigenous,f,10
2021,35790,asthma,non_indigenous,f,5
2021,35800,asthma,non_indigenous,f,60
2021,36070,asthma,non_indigenous,f,0
2021,36150,asthma,non_indigenous,f,28
2021,36250,asthma,non_indigenous,f,8259
2021,36300,asthma,non_indigenous,f,26
2021,36370,asthma,non_indigenous,f,4309
2021,36510,asthma,non_indigenous,f,2122
2021,36580,asthma,non_indigenous,f,1391
2021,36630,asthma,non_indigenous,f,1739
2021,36660,asthma,non_indigenous,f,1776
2021,36720,asthma,non_indigenous,f,15507
2021,36820,asthma,non_indigenous,f,935
2021,36910,asthma,non_indigenous,f,9101
2021,36950,asthma,non_indigenous,f,28
2021,36960,asthma,non_indigenous,f,5
2021,37010,asthma,non_indigenous,f,8164
2021,37300,asthma,non_indigenous,f,79
2021,37310,asthma,non_indigenous,f,1680
2021,37340,asthma,non_indigenous,f,1222
2021,37400,asthma,non_indigenous,f,50
2021,37550,asthma,non_indigenous,f,0
2021,37570,asthma,non_indigenous,f,0
2021,37600,asthma,non_indigenous,f,3
2021,39499,asthma,non_indigenous,f,529
2021,39799,asthma,non_indigenous,f,0
2021,40070,asthma,non_indigenous,f,777
2021,40120,asthma,non_indigenous,f,1829
2021,40150,asthma,non_indigenous,f,592
2021,40220,asthma,non_indigenous,f,1470
2021,40250,asthma,non_indigenous,f,10
2021,40310,asthma,non_indigenous,f,1292
2021,40430,asthma,non_indigenous,f,142
2021,40520,asthma,non_indigenous,f,611
2021,40700,asthma,non_indigenous,f,1666
2021,40910,asthma,non_indigenous,f,2110
2021,41010,asthma,non_indigenous,f,121
2021,41060,asthma,non_indigenous,f,5081
2021,41140,asthma,non_indigenous,f,442
2021,41190,asthma,non_indigenous,f,74
2021,41330,asthma,non_indigenous,f,43
2021,41560,asthma,non_indigenous,f,901
2021,41750,asthma,non_indigenous,f,49
2021,41830,asthma,non_indigenous,f,67
2021,41960,asthma,non_indigenous,f,58
2021,42030,asthma,non_indigenous,f,1617
2021,42110,asthma,non_indigenous,f,228
2021,42250,asthma,non_indigenous,f,358
2021,42600,asthma,non_indigenous,f,1698
2021,42750,asthma,non_indigenous,f,193
2021,43080,asthma,non_indigenous,f,52
2021,43220,asthma,non_indigenous,f,60
2021,43360,asthma,non_indigenous,f,106
2021,43650,asthma,non_indigenous,f,897
2021,43710,asthma,non_indigenous,f,240
2021,43790,asthma,non_indigenous,f,593
2021,44000,asthma,non_indigenous,f,0
2021,44060,asthma,non_indigenous,f,4660
2021,44210,asthma,non_indigenous,f,436
2021,44340,asthma,non_indigenous,f,2968
2021,44550,asthma,non_indigenous,f,2094
2021,44620,asthma,non_indigenous,f,1530
2021,44830,asthma,non_indigenous,f,135
2021,45040,asthma,non_indigenous,f,1131
2021,45090,asthma,non_indigenous,f,346
2021,45120,asthma,non_indigenous,f,217
2021,45290,asthma,non_indigenous,f,1528
2021,45340,asthma,non_indigenous,f,10278
2021,45400,asthma,non_indigenous,f,43
2021,45540,asthma,non_indigenous,f,89
2021,45680,asthma,non_indigenous,f,6280
2021,45890,asthma,non_indigenous,f,5662
