year,lgacode,age_range,indigenous_status,gender,number_of_people
2016,74680,25_29,indigenous,m,100
2016,79399,25_29,indigenous,m,44
2016,59170,25_29,indigenous,m,0
2016,59250,25_29,indigenous,m,7
2016,89399,25_29,indigenous,m,281
2016,59320,25_29,indigenous,m,0
2016,59330,25_29,indigenous,m,0
2016,59340,25_29,indigenous,m,75
2016,59350,25_29,indigenous,m,3
2016,60210,25_29,indigenous,m,4
2016,60410,25_29,indigenous,m,43
2016,60610,25_29,indigenous,m,51
2016,59310,25_29,indigenous,m,3
2016,59360,25_29,indigenous,m,4
2016,59370,25_29,indigenous,m,3
2016,60810,25_29,indigenous,m,37
2016,61010,25_29,indigenous,m,3
2016,61210,25_29,indigenous,m,28
2016,61410,25_29,indigenous,m,84
2016,61510,25_29,indigenous,m,13
2016,61610,25_29,indigenous,m,46
2016,61810,25_29,indigenous,m,4
2016,62010,25_29,indigenous,m,0
2016,62210,25_29,indigenous,m,0
2016,62410,25_29,indigenous,m,3
2016,62610,25_29,indigenous,m,80
2016,62810,25_29,indigenous,m,31
2016,63010,25_29,indigenous,m,52
2016,63210,25_29,indigenous,m,8
2016,63410,25_29,indigenous,m,0
2016,63610,25_29,indigenous,m,46
2016,63810,25_29,indigenous,m,23
2016,64010,25_29,indigenous,m,91
2016,64210,25_29,indigenous,m,9
2016,64610,25_29,indigenous,m,7
2016,64810,25_29,indigenous,m,11
2016,70420,25_29,indigenous,m,208
2016,70540,25_29,indigenous,m,9
2016,70620,25_29,indigenous,m,109
2016,70700,25_29,indigenous,m,16
2016,71000,25_29,indigenous,m,202
2016,71300,25_29,indigenous,m,362
2016,72200,25_29,indigenous,m,83
2016,72300,25_29,indigenous,m,191
2016,72330,25_29,indigenous,m,280
2016,10050,25_29,non_indigenous,f,1500
2016,10130,25_29,non_indigenous,f,790
2016,10250,25_29,non_indigenous,f,717
2016,10300,25_29,non_indigenous,f,58
2016,10470,25_29,non_indigenous,f,1067
2016,10550,25_29,non_indigenous,f,507
2016,10600,25_29,non_indigenous,f,202
2016,10650,25_29,non_indigenous,f,163
2016,10750,25_29,non_indigenous,f,11494
2016,10800,25_29,non_indigenous,f,119
2016,10850,25_29,non_indigenous,f,179
2016,10900,25_29,non_indigenous,f,1513
2016,10950,25_29,non_indigenous,f,52
2016,11100,25_29,non_indigenous,f,1937
2016,11150,25_29,non_indigenous,f,64
2016,11200,25_29,non_indigenous,f,22
2016,11250,25_29,non_indigenous,f,458
2016,13910,25_29,non_indigenous,f,377
2016,14000,25_29,non_indigenous,f,3199
2016,14100,25_29,non_indigenous,f,236
2016,14170,25_29,non_indigenous,f,8620
2016,14200,25_29,non_indigenous,f,365
2016,14300,25_29,non_indigenous,f,134
2016,14350,25_29,non_indigenous,f,482
2016,14400,25_29,non_indigenous,f,414
2016,14500,25_29,non_indigenous,f,2184
2016,14550,25_29,non_indigenous,f,134
2016,14600,25_29,non_indigenous,f,145
2016,14650,25_29,non_indigenous,f,4840
2016,14700,25_29,non_indigenous,f,1384
2016,14750,25_29,non_indigenous,f,273
2016,14850,25_29,non_indigenous,f,950
2016,14870,25_29,non_indigenous,f,467
2016,14900,25_29,non_indigenous,f,6723
2016,14920,25_29,non_indigenous,f,145
2016,14950,25_29,non_indigenous,f,57
2016,15050,25_29,non_indigenous,f,2428
2016,15240,25_29,non_indigenous,f,1450
2016,15270,25_29,non_indigenous,f,522
2016,15300,25_29,non_indigenous,f,309
2016,15350,25_29,non_indigenous,f,791
2016,15520,25_29,non_indigenous,f,245
2016,15560,25_29,non_indigenous,f,91
2016,15650,25_29,non_indigenous,f,455
2016,15700,25_29,non_indigenous,f,306
2016,15750,25_29,non_indigenous,f,304
2016,15800,25_29,non_indigenous,f,94
2016,15850,25_29,non_indigenous,f,117
2016,15900,25_29,non_indigenous,f,5651
2016,15950,25_29,non_indigenous,f,3763
2016,15990,25_29,non_indigenous,f,6463
2016,16100,25_29,non_indigenous,f,105
2016,16150,25_29,non_indigenous,f,1204
2016,16200,25_29,non_indigenous,f,278
2016,16260,25_29,non_indigenous,f,9881
2016,11500,25_29,non_indigenous,f,5304
2016,11520,25_29,non_indigenous,f,3886
2016,11300,25_29,non_indigenous,f,2211
2016,11350,25_29,non_indigenous,f,726
2016,11400,25_29,non_indigenous,f,244
2016,11450,25_29,non_indigenous,f,2815
2016,11570,25_29,non_indigenous,f,12388
2016,11600,25_29,non_indigenous,f,64
2016,11650,25_29,non_indigenous,f,7834
2016,11700,25_29,non_indigenous,f,21
2016,11720,25_29,non_indigenous,f,1557
2016,11730,25_29,non_indigenous,f,896
2016,11750,25_29,non_indigenous,f,136
2016,11800,25_29,non_indigenous,f,1669
2016,12000,25_29,non_indigenous,f,84
2016,12150,25_29,non_indigenous,f,60
2016,12350,25_29,non_indigenous,f,198
2016,12380,25_29,non_indigenous,f,9354
2016,12700,25_29,non_indigenous,f,156
2016,12730,25_29,non_indigenous,f,186
2016,12750,25_29,non_indigenous,f,538
2016,12850,25_29,non_indigenous,f,6775
2016,12870,25_29,non_indigenous,f,214
2016,12900,25_29,non_indigenous,f,216
2016,12930,25_29,non_indigenous,f,6143
2016,12950,25_29,non_indigenous,f,89
2016,13010,25_29,non_indigenous,f,152
2016,13310,25_29,non_indigenous,f,777
2016,13340,25_29,non_indigenous,f,181
2016,13450,25_29,non_indigenous,f,809
2016,13510,25_29,non_indigenous,f,192
2016,13550,25_29,non_indigenous,f,313
2016,13660,25_29,non_indigenous,f,80
2016,13800,25_29,non_indigenous,f,1873
2016,13850,25_29,non_indigenous,f,52
2016,16350,25_29,non_indigenous,f,6941
2016,16380,25_29,non_indigenous,f,1496
2016,16400,25_29,non_indigenous,f,1424
2016,16490,25_29,non_indigenous,f,1703
2016,16550,25_29,non_indigenous,f,6272
2016,16610,25_29,non_indigenous,f,416
2016,16650,25_29,non_indigenous,f,5197
2016,16700,25_29,non_indigenous,f,5231
2016,16900,25_29,non_indigenous,f,1829
2016,16950,25_29,non_indigenous,f,1923
2016,17000,25_29,non_indigenous,f,599
2016,17040,25_29,non_indigenous,f,461
2016,17080,25_29,non_indigenous,f,271
2016,17420,25_29,non_indigenous,f,3616
2016,17550,25_29,non_indigenous,f,1674
2016,17620,25_29,non_indigenous,f,385
2016,17640,25_29,non_indigenous,f,122
2016,17650,25_29,non_indigenous,f,104
2016,17750,25_29,non_indigenous,f,2024
2016,17850,25_29,non_indigenous,f,58
2016,17900,25_29,non_indigenous,f,107
2016,17950,25_29,non_indigenous,f,54
2016,18020,25_29,non_indigenous,f,148
2016,18050,25_29,non_indigenous,f,3533
2016,18100,25_29,non_indigenous,f,60
2016,18200,25_29,non_indigenous,f,105
2016,18230,25_29,non_indigenous,f,1308
2016,18250,25_29,non_indigenous,f,2537
2016,18350,25_29,non_indigenous,f,939
2016,18400,25_29,non_indigenous,f,1255
2016,18450,25_29,non_indigenous,f,5982
2016,18500,25_29,non_indigenous,f,2400
2016,18710,25_29,non_indigenous,f,298
2016,19399,25_29,non_indigenous,f,22
2016,20110,25_29,non_indigenous,f,215
2016,20260,25_29,non_indigenous,f,244
2016,20570,25_29,non_indigenous,f,3170
2016,20660,25_29,non_indigenous,f,3715
2016,20740,25_29,non_indigenous,f,629
2016,20830,25_29,non_indigenous,f,1269
2016,20910,25_29,non_indigenous,f,1835
2016,21010,25_29,non_indigenous,f,280
2016,21110,25_29,non_indigenous,f,5844
2016,21180,25_29,non_indigenous,f,7200
2016,21270,25_29,non_indigenous,f,119
2016,21370,25_29,non_indigenous,f,850
2016,21450,25_29,non_indigenous,f,3273
2016,21610,25_29,non_indigenous,f,9917
2016,21670,25_29,non_indigenous,f,246
2016,21750,25_29,non_indigenous,f,483
2016,21830,25_29,non_indigenous,f,297
2016,21890,25_29,non_indigenous,f,6710
2016,22110,25_29,non_indigenous,f,856
2016,22170,25_29,non_indigenous,f,4217
2016,22250,25_29,non_indigenous,f,167
2016,22830,25_29,non_indigenous,f,1763
2016,22910,25_29,non_indigenous,f,240
2016,22980,25_29,non_indigenous,f,91
2016,23110,25_29,non_indigenous,f,2894
2016,23190,25_29,non_indigenous,f,540
2016,23270,25_29,non_indigenous,f,7254
2016,23350,25_29,non_indigenous,f,242
2016,23430,25_29,non_indigenous,f,4481
2016,23670,25_29,non_indigenous,f,4762
2016,23810,25_29,non_indigenous,f,2119
2016,23940,25_29,non_indigenous,f,95
2016,24130,25_29,non_indigenous,f,805
2016,24210,25_29,non_indigenous,f,3082
2016,24250,25_29,non_indigenous,f,117
2016,24330,25_29,non_indigenous,f,4328
2016,24410,25_29,non_indigenous,f,3478
2016,24600,25_29,non_indigenous,f,11936
2016,24650,25_29,non_indigenous,f,4682
2016,24780,25_29,non_indigenous,f,1481
2016,24850,25_29,non_indigenous,f,1124
2016,24900,25_29,non_indigenous,f,617
2016,24970,25_29,non_indigenous,f,6468
2016,17100,25_29,non_indigenous,f,2118
2016,17150,25_29,non_indigenous,f,6077
2016,17200,25_29,non_indigenous,f,16279
2016,17310,25_29,non_indigenous,f,1533
2016,17350,25_29,non_indigenous,f,134
2016,17400,25_29,non_indigenous,f,93
2016,22310,25_29,non_indigenous,f,5273
2016,22410,25_29,non_indigenous,f,361
2016,22490,25_29,non_indigenous,f,424
2016,22620,25_29,non_indigenous,f,3350
2016,22670,25_29,non_indigenous,f,6067
2016,22750,25_29,non_indigenous,f,6978
2016,25060,25_29,non_indigenous,f,4506
2016,25150,25_29,non_indigenous,f,774
2016,25250,25_29,non_indigenous,f,8394
2016,25340,25_29,non_indigenous,f,3091
2016,25430,25_29,non_indigenous,f,292
2016,25490,25_29,non_indigenous,f,319
2016,25620,25_29,non_indigenous,f,223
2016,25710,25_29,non_indigenous,f,1295
2016,25810,25_29,non_indigenous,f,259
2016,25900,25_29,non_indigenous,f,5992
2016,25990,25_29,non_indigenous,f,108
2016,26080,25_29,non_indigenous,f,29
2016,26170,25_29,non_indigenous,f,561
2016,26260,25_29,non_indigenous,f,318
2016,26350,25_29,non_indigenous,f,6456
2016,26430,25_29,non_indigenous,f,185
2016,26490,25_29,non_indigenous,f,605
2016,26610,25_29,non_indigenous,f,504
2016,26670,25_29,non_indigenous,f,88
2016,26700,25_29,non_indigenous,f,623
2016,26730,25_29,non_indigenous,f,988
2016,26810,25_29,non_indigenous,f,1024
2016,26890,25_29,non_indigenous,f,86
2016,26980,25_29,non_indigenous,f,5539
2016,27070,25_29,non_indigenous,f,7575
2016,27170,25_29,non_indigenous,f,1294
2016,27260,25_29,non_indigenous,f,8670
2016,27350,25_29,non_indigenous,f,6755
2016,27450,25_29,non_indigenous,f,4133
2016,27630,25_29,non_indigenous,f,131
2016,29399,25_29,non_indigenous,f,46
2016,30250,25_29,non_indigenous,f,3
2016,30300,25_29,non_indigenous,f,100
2016,30370,25_29,non_indigenous,f,392
2016,30410,25_29,non_indigenous,f,71
2016,30450,25_29,non_indigenous,f,3
2016,30760,25_29,non_indigenous,f,38
2016,34710,25_29,non_indigenous,f,104
2016,34770,25_29,non_indigenous,f,3308
2016,34800,25_29,non_indigenous,f,23
2016,34830,25_29,non_indigenous,f,0
2016,34860,25_29,non_indigenous,f,368
2016,34880,25_29,non_indigenous,f,394
2016,35010,25_29,non_indigenous,f,11654
2016,35250,25_29,non_indigenous,f,11
2016,35300,25_29,non_indigenous,f,674
2016,35600,25_29,non_indigenous,f,131
2016,35670,25_29,non_indigenous,f,0
2016,35740,25_29,non_indigenous,f,831
2016,35760,25_29,non_indigenous,f,195
2016,35780,25_29,non_indigenous,f,17
2016,35790,25_29,non_indigenous,f,3
2016,35800,25_29,non_indigenous,f,35
2016,36070,25_29,non_indigenous,f,6
2016,36150,25_29,non_indigenous,f,26
2016,36250,25_29,non_indigenous,f,3506
2016,36300,25_29,non_indigenous,f,36
2016,36370,25_29,non_indigenous,f,2476
2016,36510,25_29,non_indigenous,f,703
2016,36580,25_29,non_indigenous,f,504
2016,36630,25_29,non_indigenous,f,652
2016,36660,25_29,non_indigenous,f,682
2016,36720,25_29,non_indigenous,f,6954
2016,36820,25_29,non_indigenous,f,426
2016,36910,25_29,non_indigenous,f,4547
2016,36950,25_29,non_indigenous,f,42
2016,36960,25_29,non_indigenous,f,18
2016,37010,25_29,non_indigenous,f,6030
2016,30900,25_29,non_indigenous,f,15
2016,31000,25_29,non_indigenous,f,45971
2016,31750,25_29,non_indigenous,f,7
2016,31820,25_29,non_indigenous,f,2134
2016,31900,25_29,non_indigenous,f,354
2016,31950,25_29,non_indigenous,f,5
2016,32080,25_29,non_indigenous,f,4359
2016,32250,25_29,non_indigenous,f,28
2016,32260,25_29,non_indigenous,f,640
2016,32270,25_29,non_indigenous,f,883
2016,32310,25_29,non_indigenous,f,251
2016,32600,25_29,non_indigenous,f,4
2016,33100,25_29,non_indigenous,f,23
2016,33200,25_29,non_indigenous,f,45
2016,32330,25_29,non_indigenous,f,0
2016,32450,25_29,non_indigenous,f,85
2016,32500,25_29,non_indigenous,f,84
2016,37300,25_29,non_indigenous,f,124
2016,37310,25_29,non_indigenous,f,843
2016,37340,25_29,non_indigenous,f,1064
2016,41140,25_29,non_indigenous,f,205
2016,33220,25_29,non_indigenous,f,1896
2016,33360,25_29,non_indigenous,f,1912
2016,33430,25_29,non_indigenous,f,17658
2016,32750,25_29,non_indigenous,f,11
2016,32770,25_29,non_indigenous,f,6
2016,32810,25_29,non_indigenous,f,287
2016,33610,25_29,non_indigenous,f,273
2016,33620,25_29,non_indigenous,f,953
2016,33800,25_29,non_indigenous,f,163
2016,33830,25_29,non_indigenous,f,6
2016,33960,25_29,non_indigenous,f,6844
2016,33980,25_29,non_indigenous,f,740
2016,34420,25_29,non_indigenous,f,3
2016,34530,25_29,non_indigenous,f,735
2016,34570,25_29,non_indigenous,f,3
2016,34580,25_29,non_indigenous,f,1037
2016,34590,25_29,non_indigenous,f,9754
2016,37550,25_29,non_indigenous,f,3
2016,37400,25_29,non_indigenous,f,17
2016,37570,25_29,non_indigenous,f,0
2016,37600,25_29,non_indigenous,f,3
2016,40070,25_29,non_indigenous,f,1335
2016,40120,25_29,non_indigenous,f,619
2016,40220,25_29,non_indigenous,f,458
2016,41060,25_29,non_indigenous,f,3641
2016,41190,25_29,non_indigenous,f,36
2016,41330,25_29,non_indigenous,f,42
2016,40250,25_29,non_indigenous,f,19
2016,40310,25_29,non_indigenous,f,455
2016,40430,25_29,non_indigenous,f,37
2016,40520,25_29,non_indigenous,f,228
2016,40700,25_29,non_indigenous,f,959
2016,40910,25_29,non_indigenous,f,1498
2016,41010,25_29,non_indigenous,f,69
2016,41560,25_29,non_indigenous,f,284
2016,41750,25_29,non_indigenous,f,23
2016,42030,25_29,non_indigenous,f,665
2016,42110,25_29,non_indigenous,f,74
2016,42250,25_29,non_indigenous,f,112
2016,42600,25_29,non_indigenous,f,1010
2016,42750,25_29,non_indigenous,f,82
2016,43080,25_29,non_indigenous,f,17
2016,43650,25_29,non_indigenous,f,323
2016,43710,25_29,non_indigenous,f,114
2016,41830,25_29,non_indigenous,f,28
2016,41960,25_29,non_indigenous,f,26
2016,43220,25_29,non_indigenous,f,26
2016,43360,25_29,non_indigenous,f,47
2016,43790,25_29,non_indigenous,f,237
2016,43920,25_29,non_indigenous,f,188
2016,44000,25_29,non_indigenous,f,0
2016,44060,25_29,non_indigenous,f,3156
2016,44210,25_29,non_indigenous,f,137
2016,44340,25_29,non_indigenous,f,1623
2016,44550,25_29,non_indigenous,f,883
2016,44620,25_29,non_indigenous,f,758
2016,44830,25_29,non_indigenous,f,35
2016,45040,25_29,non_indigenous,f,583
2016,45890,25_29,non_indigenous,f,4464
2016,46090,25_29,non_indigenous,f,317
2016,45090,25_29,non_indigenous,f,199
2016,45120,25_29,non_indigenous,f,81
2016,45290,25_29,non_indigenous,f,1369
2016,45340,25_29,non_indigenous,f,4573
2016,45400,25_29,non_indigenous,f,18
2016,45540,25_29,non_indigenous,f,26
2016,45680,25_29,non_indigenous,f,3409
2016,46300,25_29,non_indigenous,f,408
2016,46450,25_29,non_indigenous,f,431
2016,46510,25_29,non_indigenous,f,740
2016,46670,25_29,non_indigenous,f,241
2016,46860,25_29,non_indigenous,f,27
2016,46970,25_29,non_indigenous,f,155
2016,47140,25_29,non_indigenous,f,4691
2016,47290,25_29,non_indigenous,f,38
2016,47490,25_29,non_indigenous,f,45
2016,47630,25_29,non_indigenous,f,136
2016,47700,25_29,non_indigenous,f,2697
2016,47800,25_29,non_indigenous,f,107
2016,47910,25_29,non_indigenous,f,52
2016,48340,25_29,non_indigenous,f,222
2016,48410,25_29,non_indigenous,f,2487
2016,48540,25_29,non_indigenous,f,646
2016,47980,25_29,non_indigenous,f,1265
2016,48050,25_29,non_indigenous,f,221
2016,48130,25_29,non_indigenous,f,163
2016,49399,25_29,non_indigenous,f,65
2016,51960,25_29,non_indigenous,f,108
2016,52030,25_29,non_indigenous,f,19
2016,50080,25_29,non_indigenous,f,834
2016,50210,25_29,non_indigenous,f,3084
2016,50250,25_29,non_indigenous,f,335
2016,50280,25_29,non_indigenous,f,325
2016,48260,25_29,non_indigenous,f,173
2016,48640,25_29,non_indigenous,f,23
2016,48750,25_29,non_indigenous,f,74
2016,48830,25_29,non_indigenous,f,164
2016,50350,25_29,non_indigenous,f,477
2016,50420,25_29,non_indigenous,f,2767
2016,50490,25_29,non_indigenous,f,1866
2016,50560,25_29,non_indigenous,f,23
2016,50630,25_29,non_indigenous,f,30
2016,50770,25_29,non_indigenous,f,26
2016,50840,25_29,non_indigenous,f,54
2016,50910,25_29,non_indigenous,f,18
2016,50980,25_29,non_indigenous,f,453
2016,51120,25_29,non_indigenous,f,21
2016,51080,25_29,non_indigenous,f,27
2016,51190,25_29,non_indigenous,f,960
2016,51260,25_29,non_indigenous,f,734
2016,51310,25_29,non_indigenous,f,638
2016,51330,25_29,non_indigenous,f,3443
2016,51400,25_29,non_indigenous,f,426
2016,51470,25_29,non_indigenous,f,12
2016,51540,25_29,non_indigenous,f,148
2016,51610,25_29,non_indigenous,f,10
2016,52100,25_29,non_indigenous,f,23
2016,52940,25_29,non_indigenous,f,10
2016,51680,25_29,non_indigenous,f,97
2016,51750,25_29,non_indigenous,f,276
2016,51820,25_29,non_indigenous,f,3752
2016,51890,25_29,non_indigenous,f,244
2016,52170,25_29,non_indigenous,f,225
2016,52240,25_29,non_indigenous,f,18
2016,52310,25_29,non_indigenous,f,18
2016,52800,25_29,non_indigenous,f,99
2016,52870,25_29,non_indigenous,f,106
2016,52380,25_29,non_indigenous,f,4
2016,52450,25_29,non_indigenous,f,37
2016,52520,25_29,non_indigenous,f,38
2016,52590,25_29,non_indigenous,f,66
2016,52660,25_29,non_indigenous,f,430
2016,52730,25_29,non_indigenous,f,79
2016,53010,25_29,non_indigenous,f,17
2016,53080,25_29,non_indigenous,f,20
2016,53150,25_29,non_indigenous,f,157
2016,53220,25_29,non_indigenous,f,283
2016,53290,25_29,non_indigenous,f,357
2016,53360,25_29,non_indigenous,f,91
2016,53430,25_29,non_indigenous,f,1026
2016,53570,25_29,non_indigenous,f,137
2016,53640,25_29,non_indigenous,f,39
2016,54280,25_29,non_indigenous,f,1050
2016,54310,25_29,non_indigenous,f,735
2016,53800,25_29,non_indigenous,f,972
2016,53920,25_29,non_indigenous,f,35
2016,53990,25_29,non_indigenous,f,673
2016,54060,25_29,non_indigenous,f,57
2016,53710,25_29,non_indigenous,f,21
2016,53780,25_29,non_indigenous,f,4081
2016,54130,25_29,non_indigenous,f,26
2016,54170,25_29,non_indigenous,f,3768
2016,54200,25_29,non_indigenous,f,1566
2016,54760,25_29,non_indigenous,f,14
2016,54830,25_29,non_indigenous,f,1622
2016,54900,25_29,non_indigenous,f,34
2016,56620,25_29,non_indigenous,f,6
2016,56730,25_29,non_indigenous,f,240
2016,56790,25_29,non_indigenous,f,41
2016,54340,25_29,non_indigenous,f,116
2016,54410,25_29,non_indigenous,f,17
2016,55320,25_29,non_indigenous,f,2591
2016,54480,25_29,non_indigenous,f,11
2016,54550,25_29,non_indigenous,f,39
2016,57980,25_29,non_indigenous,f,903
2016,54620,25_29,non_indigenous,f,22
2016,54690,25_29,non_indigenous,f,6
2016,54970,25_29,non_indigenous,f,14
2016,58050,25_29,non_indigenous,f,4920
2016,58190,25_29,non_indigenous,f,11
2016,55040,25_29,non_indigenous,f,41
2016,55110,25_29,non_indigenous,f,2010
2016,55180,25_29,non_indigenous,f,184
2016,55250,25_29,non_indigenous,f,25
2016,55950,25_29,non_indigenous,f,14
2016,55530,25_29,non_indigenous,f,13
2016,55390,25_29,non_indigenous,f,6
2016,55460,25_29,non_indigenous,f,82
2016,56090,25_29,non_indigenous,f,777
2016,58260,25_29,non_indigenous,f,9
2016,55600,25_29,non_indigenous,f,44
2016,57080,25_29,non_indigenous,f,1662
2016,57140,25_29,non_indigenous,f,24
2016,55670,25_29,non_indigenous,f,16
2016,55810,25_29,non_indigenous,f,9
2016,56860,25_29,non_indigenous,f,3
2016,55880,25_29,non_indigenous,f,17
2016,57210,25_29,non_indigenous,f,88
2016,57280,25_29,non_indigenous,f,580
2016,57350,25_29,non_indigenous,f,19
2016,55740,25_29,non_indigenous,f,284
2016,56300,25_29,non_indigenous,f,18
2016,57420,25_29,non_indigenous,f,41
2016,57490,25_29,non_indigenous,f,4114
2016,56160,25_29,non_indigenous,f,0
2016,56230,25_29,non_indigenous,f,365
2016,56370,25_29,non_indigenous,f,23
2016,56580,25_29,non_indigenous,f,397
2016,65010,25_29,non_indigenous,f,119
2016,56460,25_29,non_indigenous,f,117
2016,56930,25_29,non_indigenous,f,38
2016,65210,25_29,non_indigenous,f,25
2016,65410,25_29,non_indigenous,f,239
2016,65610,25_29,non_indigenous,f,112
2016,65810,25_29,non_indigenous,f,462
2016,57630,25_29,non_indigenous,f,0
2016,57700,25_29,non_indigenous,f,1055
2016,57770,25_29,non_indigenous,f,31
2016,57840,25_29,non_indigenous,f,1646
2016,57910,25_29,non_indigenous,f,9087
2016,57000,25_29,non_indigenous,f,12
2016,58330,25_29,non_indigenous,f,63
2016,70200,25_29,non_indigenous,f,856
2016,58400,25_29,non_indigenous,f,4
2016,58680,25_29,non_indigenous,f,7
2016,58760,25_29,non_indigenous,f,6803
2016,58820,25_29,non_indigenous,f,80
2016,58470,25_29,non_indigenous,f,3
2016,58510,25_29,non_indigenous,f,1869
2016,58540,25_29,non_indigenous,f,13
2016,58890,25_29,non_indigenous,f,19
2016,99399,25_29,non_indigenous,f,80
2016,58570,25_29,non_indigenous,f,2037
2016,58610,25_29,non_indigenous,f,23
2016,59030,25_29,non_indigenous,f,3
2016,74560,25_29,non_indigenous,f,3
2016,72800,25_29,non_indigenous,f,1360
2016,73600,25_29,non_indigenous,f,35
2016,74050,25_29,non_indigenous,f,11
2016,74550,25_29,non_indigenous,f,15
2016,74660,25_29,non_indigenous,f,42
2016,59100,25_29,non_indigenous,f,13
2016,74680,25_29,non_indigenous,f,15
2016,79399,25_29,non_indigenous,f,232
2016,59170,25_29,non_indigenous,f,20
2016,59250,25_29,non_indigenous,f,17
2016,89399,25_29,non_indigenous,f,15270
2016,59320,25_29,non_indigenous,f,12
2016,59330,25_29,non_indigenous,f,17
2016,59340,25_29,non_indigenous,f,186
2016,59350,25_29,non_indigenous,f,7
2016,60210,25_29,non_indigenous,f,78
2016,60410,25_29,non_indigenous,f,497
2016,60610,25_29,non_indigenous,f,500
2016,59310,25_29,non_indigenous,f,36
2016,59360,25_29,non_indigenous,f,35
2016,59370,25_29,non_indigenous,f,42
2016,60810,25_29,non_indigenous,f,429
2016,61010,25_29,non_indigenous,f,39
2016,61210,25_29,non_indigenous,f,141
2016,61410,25_29,non_indigenous,f,1341
2016,61510,25_29,non_indigenous,f,231
2016,61610,25_29,non_indigenous,f,648
2016,61810,25_29,non_indigenous,f,123
2016,62010,25_29,non_indigenous,f,10
2016,62210,25_29,non_indigenous,f,129
2016,62410,25_29,non_indigenous,f,52
2016,62610,25_29,non_indigenous,f,1379
2016,62810,25_29,non_indigenous,f,1927
2016,63010,25_29,non_indigenous,f,280
2016,63210,25_29,non_indigenous,f,117
2016,63410,25_29,non_indigenous,f,44
2016,63610,25_29,non_indigenous,f,821
2016,63810,25_29,non_indigenous,f,238
2016,64010,25_29,non_indigenous,f,1886
2016,64210,25_29,non_indigenous,f,400
2016,64610,25_29,non_indigenous,f,287
2016,64810,25_29,non_indigenous,f,365
2016,70420,25_29,non_indigenous,f,92
2016,70540,25_29,non_indigenous,f,0
2016,70620,25_29,non_indigenous,f,21
2016,70700,25_29,non_indigenous,f,21
2016,71000,25_29,non_indigenous,f,3397
2016,71300,25_29,non_indigenous,f,30
2016,72200,25_29,non_indigenous,f,274
2016,72300,25_29,non_indigenous,f,465
2016,72330,25_29,non_indigenous,f,46
2016,10050,25_29,non_indigenous,m,1387
2016,10130,25_29,non_indigenous,m,752
2016,10250,25_29,non_indigenous,m,711
2016,10300,25_29,non_indigenous,m,41
2016,10470,25_29,non_indigenous,m,1239
2016,10550,25_29,non_indigenous,m,500
2016,10600,25_29,non_indigenous,m,187
2016,10650,25_29,non_indigenous,m,161
2016,10750,25_29,non_indigenous,m,10922
2016,10800,25_29,non_indigenous,m,111
2016,10850,25_29,non_indigenous,m,151
2016,10900,25_29,non_indigenous,m,1421
2016,10950,25_29,non_indigenous,m,62
2016,11100,25_29,non_indigenous,m,2070
2016,11150,25_29,non_indigenous,m,40
2016,11200,25_29,non_indigenous,m,23
2016,11250,25_29,non_indigenous,m,451
2016,13910,25_29,non_indigenous,m,350
2016,14000,25_29,non_indigenous,m,3267
2016,14100,25_29,non_indigenous,m,234
2016,14170,25_29,non_indigenous,m,8009
2016,14200,25_29,non_indigenous,m,341
2016,14300,25_29,non_indigenous,m,219
2016,14350,25_29,non_indigenous,m,527
2016,14400,25_29,non_indigenous,m,390
2016,14500,25_29,non_indigenous,m,2082
2016,14550,25_29,non_indigenous,m,113
2016,14600,25_29,non_indigenous,m,123
2016,14650,25_29,non_indigenous,m,4608
2016,14700,25_29,non_indigenous,m,1329
2016,14750,25_29,non_indigenous,m,270
2016,14850,25_29,non_indigenous,m,889
2016,14870,25_29,non_indigenous,m,477
2016,14900,25_29,non_indigenous,m,6322
2016,14920,25_29,non_indigenous,m,138
2016,14950,25_29,non_indigenous,m,53
2016,15050,25_29,non_indigenous,m,2219
2016,15240,25_29,non_indigenous,m,1319
2016,15270,25_29,non_indigenous,m,529
2016,15300,25_29,non_indigenous,m,287
2016,15350,25_29,non_indigenous,m,581
2016,15520,25_29,non_indigenous,m,209
2016,15560,25_29,non_indigenous,m,107
2016,15650,25_29,non_indigenous,m,484
2016,15700,25_29,non_indigenous,m,278
2016,15750,25_29,non_indigenous,m,283
2016,15800,25_29,non_indigenous,m,107
2016,15850,25_29,non_indigenous,m,103
2016,15900,25_29,non_indigenous,m,5834
2016,15950,25_29,non_indigenous,m,3101
2016,15990,25_29,non_indigenous,m,6157
2016,16100,25_29,non_indigenous,m,127
2016,16150,25_29,non_indigenous,m,1086
2016,16200,25_29,non_indigenous,m,310
2016,16260,25_29,non_indigenous,m,9361
2016,11500,25_29,non_indigenous,m,4898
2016,11520,25_29,non_indigenous,m,3725
2016,11300,25_29,non_indigenous,m,2175
2016,11350,25_29,non_indigenous,m,624
2016,11400,25_29,non_indigenous,m,225
2016,11450,25_29,non_indigenous,m,2495
2016,11570,25_29,non_indigenous,m,12513
2016,11600,25_29,non_indigenous,m,85
2016,11650,25_29,non_indigenous,m,7604
2016,11700,25_29,non_indigenous,m,23
2016,11720,25_29,non_indigenous,m,1447
2016,11730,25_29,non_indigenous,m,853
2016,11750,25_29,non_indigenous,m,138
2016,11800,25_29,non_indigenous,m,1565
2016,12000,25_29,non_indigenous,m,76
2016,12150,25_29,non_indigenous,m,55
