year,lgacode,age_range,indigenous_status,gender,number_of_people
2021,10300,5_9,non_indigenous,f,50
2021,10470,5_9,non_indigenous,f,1086
2021,10500,5_9,non_indigenous,f,3875
2021,10550,5_9,non_indigenous,f,768
2021,10600,5_9,non_indigenous,f,297
2021,10650,5_9,non_indigenous,f,188
2021,10750,5_9,non_indigenous,f,13930
2021,10800,5_9,non_indigenous,f,140
2021,10850,5_9,non_indigenous,f,215
2021,10900,5_9,non_indigenous,f,2090
2021,10950,5_9,non_indigenous,f,49
2021,11150,5_9,non_indigenous,f,38
2021,11200,5_9,non_indigenous,f,8
2021,11250,5_9,non_indigenous,f,363
2021,11300,5_9,non_indigenous,f,771
2021,11350,5_9,non_indigenous,f,841
2021,11400,5_9,non_indigenous,f,406
2021,11450,5_9,non_indigenous,f,4583
2021,11500,5_9,non_indigenous,f,5759
2021,11520,5_9,non_indigenous,f,2185
2021,11570,5_9,non_indigenous,f,11170
2021,11600,5_9,non_indigenous,f,79
2021,11650,5_9,non_indigenous,f,8739
2021,11700,5_9,non_indigenous,f,10
2021,11720,5_9,non_indigenous,f,1668
2021,11730,5_9,non_indigenous,f,1058
2021,11750,5_9,non_indigenous,f,83
2021,11800,5_9,non_indigenous,f,1912
2021,12000,5_9,non_indigenous,f,134
2021,12150,5_9,non_indigenous,f,31
2021,12160,5_9,non_indigenous,f,257
2021,12350,5_9,non_indigenous,f,251
2021,12380,5_9,non_indigenous,f,7265
2021,12390,5_9,non_indigenous,f,1231
2021,12700,5_9,non_indigenous,f,257
2021,12730,5_9,non_indigenous,f,175
2021,12750,5_9,non_indigenous,f,666
2021,12850,5_9,non_indigenous,f,5703
2021,12870,5_9,non_indigenous,f,268
2021,12900,5_9,non_indigenous,f,227
2021,12930,5_9,non_indigenous,f,3856
2021,12950,5_9,non_indigenous,f,84
2021,13010,5_9,non_indigenous,f,191
2021,13310,5_9,non_indigenous,f,805
2021,13340,5_9,non_indigenous,f,305
2021,13450,5_9,non_indigenous,f,716
2021,13550,5_9,non_indigenous,f,323
2021,13660,5_9,non_indigenous,f,130
2021,13800,5_9,non_indigenous,f,1788
2021,13850,5_9,non_indigenous,f,59
2021,13910,5_9,non_indigenous,f,508
2021,14000,5_9,non_indigenous,f,4733
2021,14100,5_9,non_indigenous,f,326
2021,14170,5_9,non_indigenous,f,4130
2021,14220,5_9,non_indigenous,f,414
2021,14300,5_9,non_indigenous,f,148
2021,14350,5_9,non_indigenous,f,557
2021,14400,5_9,non_indigenous,f,615
2021,14500,5_9,non_indigenous,f,4142
2021,14550,5_9,non_indigenous,f,181
2021,14600,5_9,non_indigenous,f,131
2021,14650,5_9,non_indigenous,f,5589
2021,14700,5_9,non_indigenous,f,1182
2021,14750,5_9,non_indigenous,f,318
2021,14850,5_9,non_indigenous,f,1015
2021,14870,5_9,non_indigenous,f,458
2021,14900,5_9,non_indigenous,f,7791
2021,14920,5_9,non_indigenous,f,123
2021,14950,5_9,non_indigenous,f,97
2021,15050,5_9,non_indigenous,f,2685
2021,15240,5_9,non_indigenous,f,1719
2021,15270,5_9,non_indigenous,f,718
2021,15300,5_9,non_indigenous,f,233
2021,15350,5_9,non_indigenous,f,738
2021,15520,5_9,non_indigenous,f,303
2021,15560,5_9,non_indigenous,f,62
2021,15650,5_9,non_indigenous,f,424
2021,15700,5_9,non_indigenous,f,377
2021,15750,5_9,non_indigenous,f,272
2021,15800,5_9,non_indigenous,f,127
2021,15850,5_9,non_indigenous,f,111
2021,15900,5_9,non_indigenous,f,3971
2021,15950,5_9,non_indigenous,f,1354
2021,15990,5_9,non_indigenous,f,7604
2021,16100,5_9,non_indigenous,f,137
2021,16150,5_9,non_indigenous,f,1215
2021,16200,5_9,non_indigenous,f,318
2021,16260,5_9,non_indigenous,f,7779
2021,16350,5_9,non_indigenous,f,6597
2021,16380,5_9,non_indigenous,f,1929
2021,16400,5_9,non_indigenous,f,1725
2021,16490,5_9,non_indigenous,f,1743
2021,16550,5_9,non_indigenous,f,3199
2021,16610,5_9,non_indigenous,f,549
2021,16700,5_9,non_indigenous,f,3461
2021,16900,5_9,non_indigenous,f,2009
2021,16950,5_9,non_indigenous,f,2243
2021,17000,5_9,non_indigenous,f,695
2021,17040,5_9,non_indigenous,f,483
2021,17080,5_9,non_indigenous,f,357
2021,17100,5_9,non_indigenous,f,1066
2021,17150,5_9,non_indigenous,f,6588
2021,17200,5_9,non_indigenous,f,2127
2021,17310,5_9,non_indigenous,f,1481
2021,17350,5_9,non_indigenous,f,144
2021,17400,5_9,non_indigenous,f,111
2021,17420,5_9,non_indigenous,f,7026
2021,17550,5_9,non_indigenous,f,2266
2021,17620,5_9,non_indigenous,f,357
2021,17640,5_9,non_indigenous,f,204
2021,17650,5_9,non_indigenous,f,120
2021,17750,5_9,non_indigenous,f,1810
2021,17850,5_9,non_indigenous,f,63
2021,17900,5_9,non_indigenous,f,63
2021,17950,5_9,non_indigenous,f,53
2021,18020,5_9,non_indigenous,f,153
2021,18050,5_9,non_indigenous,f,1610
2021,18100,5_9,non_indigenous,f,88
2021,18200,5_9,non_indigenous,f,167
2021,18250,5_9,non_indigenous,f,2458
2021,18350,5_9,non_indigenous,f,1262
2021,18400,5_9,non_indigenous,f,1647
2021,18450,5_9,non_indigenous,f,5542
2021,18500,5_9,non_indigenous,f,1271
2021,18710,5_9,non_indigenous,f,508
2021,19399,5_9,non_indigenous,f,34
2021,19499,5_9,non_indigenous,f,98
2021,19799,5_9,non_indigenous,f,0
2021,20110,5_9,non_indigenous,f,294
2021,20260,5_9,non_indigenous,f,254
2021,20570,5_9,non_indigenous,f,3242
2021,20660,5_9,non_indigenous,f,3676
2021,20740,5_9,non_indigenous,f,905
2021,20830,5_9,non_indigenous,f,1622
2021,20910,5_9,non_indigenous,f,2742
2021,21010,5_9,non_indigenous,f,285
2021,21110,5_9,non_indigenous,f,4242
2021,21180,5_9,non_indigenous,f,5313
2021,21270,5_9,non_indigenous,f,123
2021,21370,5_9,non_indigenous,f,981
2021,21450,5_9,non_indigenous,f,4220
2021,21610,5_9,non_indigenous,f,13423
2021,21670,5_9,non_indigenous,f,280
2021,21750,5_9,non_indigenous,f,543
2021,21830,5_9,non_indigenous,f,409
2021,21890,5_9,non_indigenous,f,3418
2021,22110,5_9,non_indigenous,f,1042
2021,22170,5_9,non_indigenous,f,3960
2021,22250,5_9,non_indigenous,f,259
2021,22310,5_9,non_indigenous,f,4237
2021,22410,5_9,non_indigenous,f,448
2021,22490,5_9,non_indigenous,f,890
2021,22620,5_9,non_indigenous,f,3434
2021,22670,5_9,non_indigenous,f,4264
2021,22750,5_9,non_indigenous,f,7473
2021,22830,5_9,non_indigenous,f,1910
2021,22910,5_9,non_indigenous,f,326
2021,22980,5_9,non_indigenous,f,123
2021,23110,5_9,non_indigenous,f,2734
2021,23190,5_9,non_indigenous,f,538
2021,23270,5_9,non_indigenous,f,8623
2021,23350,5_9,non_indigenous,f,468
2021,23430,5_9,non_indigenous,f,4387
2021,23670,5_9,non_indigenous,f,4410
2021,23810,5_9,non_indigenous,f,1922
2021,23940,5_9,non_indigenous,f,168
2021,24130,5_9,non_indigenous,f,1732
2021,24210,5_9,non_indigenous,f,3399
2021,24250,5_9,non_indigenous,f,259
2021,24330,5_9,non_indigenous,f,1990
2021,24410,5_9,non_indigenous,f,3393
2021,24600,5_9,non_indigenous,f,1424
2021,24650,5_9,non_indigenous,f,6982
2021,24780,5_9,non_indigenous,f,1470
2021,24850,5_9,non_indigenous,f,1518
2021,24900,5_9,non_indigenous,f,705
2021,24970,5_9,non_indigenous,f,4816
2021,25060,5_9,non_indigenous,f,3155
2021,25150,5_9,non_indigenous,f,1131
2021,25250,5_9,non_indigenous,f,4139
2021,25340,5_9,non_indigenous,f,4178
2021,25430,5_9,non_indigenous,f,455
2021,25490,5_9,non_indigenous,f,480
2021,25620,5_9,non_indigenous,f,297
2021,25710,5_9,non_indigenous,f,1879
2021,25810,5_9,non_indigenous,f,248
2021,25900,5_9,non_indigenous,f,1764
2021,25990,5_9,non_indigenous,f,170
2021,26080,5_9,non_indigenous,f,48
2021,26170,5_9,non_indigenous,f,751
2021,26260,5_9,non_indigenous,f,397
2021,26350,5_9,non_indigenous,f,1806
2021,26430,5_9,non_indigenous,f,207
2021,26490,5_9,non_indigenous,f,1137
2021,26610,5_9,non_indigenous,f,498
2021,26670,5_9,non_indigenous,f,127
2021,26700,5_9,non_indigenous,f,736
2021,26730,5_9,non_indigenous,f,899
2021,26810,5_9,non_indigenous,f,1117
2021,26890,5_9,non_indigenous,f,84
2021,26980,5_9,non_indigenous,f,4504
2021,27070,5_9,non_indigenous,f,7931
2021,27170,5_9,non_indigenous,f,1307
2021,27260,5_9,non_indigenous,f,12247
2021,27350,5_9,non_indigenous,f,1458
2021,27450,5_9,non_indigenous,f,4500
2021,27630,5_9,non_indigenous,f,137
2021,29399,5_9,non_indigenous,f,12
2021,29499,5_9,non_indigenous,f,144
2021,29799,5_9,non_indigenous,f,0
2021,30250,5_9,non_indigenous,f,0
2021,30300,5_9,non_indigenous,f,95
2021,30370,5_9,non_indigenous,f,436
2021,30410,5_9,non_indigenous,f,72
2021,30450,5_9,non_indigenous,f,12
2021,30760,5_9,non_indigenous,f,52
2021,30900,5_9,non_indigenous,f,18
2021,31000,5_9,non_indigenous,f,34503
2021,31750,5_9,non_indigenous,f,15
2021,31820,5_9,non_indigenous,f,2172
2021,31900,5_9,non_indigenous,f,332
2021,31950,5_9,non_indigenous,f,3
2021,32080,5_9,non_indigenous,f,4049
2021,32250,5_9,non_indigenous,f,20
2021,32260,5_9,non_indigenous,f,532
2021,32270,5_9,non_indigenous,f,953
2021,32310,5_9,non_indigenous,f,258
2021,32330,5_9,non_indigenous,f,0
2021,32450,5_9,non_indigenous,f,57
2021,32500,5_9,non_indigenous,f,70
2021,32600,5_9,non_indigenous,f,7
2021,32750,5_9,non_indigenous,f,4
2021,32770,5_9,non_indigenous,f,0
2021,32810,5_9,non_indigenous,f,227
2021,33100,5_9,non_indigenous,f,19
2021,33200,5_9,non_indigenous,f,43
2021,33220,5_9,non_indigenous,f,2345
2021,33360,5_9,non_indigenous,f,1922
2021,33430,5_9,non_indigenous,f,16661
2021,33610,5_9,non_indigenous,f,296
2021,33620,5_9,non_indigenous,f,1176
2021,33800,5_9,non_indigenous,f,216
2021,33830,5_9,non_indigenous,f,0
2021,33960,5_9,non_indigenous,f,7762
2021,33980,5_9,non_indigenous,f,667
2021,34420,5_9,non_indigenous,f,0
2021,34530,5_9,non_indigenous,f,988
2021,34570,5_9,non_indigenous,f,0
2021,34580,5_9,non_indigenous,f,1058
2021,34590,5_9,non_indigenous,f,11011
2021,34710,5_9,non_indigenous,f,88
2021,34770,5_9,non_indigenous,f,3312
2021,34800,5_9,non_indigenous,f,22
2021,34830,5_9,non_indigenous,f,0
2021,34860,5_9,non_indigenous,f,347
2021,34880,5_9,non_indigenous,f,412
2021,35010,5_9,non_indigenous,f,13855
2021,35250,5_9,non_indigenous,f,5
2021,35300,5_9,non_indigenous,f,443
2021,35600,5_9,non_indigenous,f,84
2021,35670,5_9,non_indigenous,f,0
2021,35740,5_9,non_indigenous,f,1260
2021,35760,5_9,non_indigenous,f,183
2021,35780,5_9,non_indigenous,f,5
2021,35790,5_9,non_indigenous,f,0
2021,35800,5_9,non_indigenous,f,25
2021,36070,5_9,non_indigenous,f,3
2021,36150,5_9,non_indigenous,f,12
2021,36250,5_9,non_indigenous,f,4125
2021,36300,5_9,non_indigenous,f,32
2021,36370,5_9,non_indigenous,f,2198
2021,36510,5_9,non_indigenous,f,1032
2021,36580,5_9,non_indigenous,f,683
2021,36630,5_9,non_indigenous,f,682
2021,36660,5_9,non_indigenous,f,813
2021,36720,5_9,non_indigenous,f,9026
2021,36820,5_9,non_indigenous,f,567
2021,36910,5_9,non_indigenous,f,4725
2021,36950,5_9,non_indigenous,f,36
2021,36960,5_9,non_indigenous,f,4
2021,37010,5_9,non_indigenous,f,4810
2021,37300,5_9,non_indigenous,f,104
2021,37310,5_9,non_indigenous,f,928
2021,37340,5_9,non_indigenous,f,818
2021,37400,5_9,non_indigenous,f,32
2021,37550,5_9,non_indigenous,f,0
2021,37570,5_9,non_indigenous,f,0
2021,37600,5_9,non_indigenous,f,0
2021,39499,5_9,non_indigenous,f,177
2021,39799,5_9,non_indigenous,f,0
2021,40070,5_9,non_indigenous,f,200
2021,40120,5_9,non_indigenous,f,1182
2021,40150,5_9,non_indigenous,f,264
2021,40220,5_9,non_indigenous,f,619
2021,40250,5_9,non_indigenous,f,0
2021,40310,5_9,non_indigenous,f,655
2021,40430,5_9,non_indigenous,f,56
2021,40520,5_9,non_indigenous,f,256
2021,40700,5_9,non_indigenous,f,1352
2021,40910,5_9,non_indigenous,f,1430
2021,41010,5_9,non_indigenous,f,52
2021,41060,5_9,non_indigenous,f,2723
2021,41140,5_9,non_indigenous,f,222
2021,41190,5_9,non_indigenous,f,54
2021,41330,5_9,non_indigenous,f,15
2021,41560,5_9,non_indigenous,f,290
2021,41750,5_9,non_indigenous,f,26
2021,41830,5_9,non_indigenous,f,30
2021,41960,5_9,non_indigenous,f,32
2021,42030,5_9,non_indigenous,f,659
2021,42110,5_9,non_indigenous,f,92
2021,42250,5_9,non_indigenous,f,225
2021,42600,5_9,non_indigenous,f,762
2021,42750,5_9,non_indigenous,f,116
2021,43080,5_9,non_indigenous,f,31
2021,43220,5_9,non_indigenous,f,44
2021,43360,5_9,non_indigenous,f,49
2021,43650,5_9,non_indigenous,f,482
2021,43710,5_9,non_indigenous,f,158
2021,43790,5_9,non_indigenous,f,292
2021,44000,5_9,non_indigenous,f,0
2021,44060,5_9,non_indigenous,f,2445
2021,44210,5_9,non_indigenous,f,164
2021,44340,5_9,non_indigenous,f,1882
2021,44550,5_9,non_indigenous,f,1123
2021,44620,5_9,non_indigenous,f,727
2021,44830,5_9,non_indigenous,f,54
2021,45040,5_9,non_indigenous,f,529
2021,45090,5_9,non_indigenous,f,240
2021,45120,5_9,non_indigenous,f,131
2021,45290,5_9,non_indigenous,f,899
2021,45340,5_9,non_indigenous,f,4816
2021,45400,5_9,non_indigenous,f,19
2021,45540,5_9,non_indigenous,f,20
2021,45680,5_9,non_indigenous,f,3382
2021,45890,5_9,non_indigenous,f,3372
2021,46090,5_9,non_indigenous,f,266
2021,46300,5_9,non_indigenous,f,326
2021,46450,5_9,non_indigenous,f,425
2021,46510,5_9,non_indigenous,f,597
2021,46670,5_9,non_indigenous,f,239
2021,46860,5_9,non_indigenous,f,24
2021,46970,5_9,non_indigenous,f,168
2021,47140,5_9,non_indigenous,f,4376
2021,47290,5_9,non_indigenous,f,50
2021,47490,5_9,non_indigenous,f,67
2021,47630,5_9,non_indigenous,f,185
2021,47700,5_9,non_indigenous,f,2832
2021,47800,5_9,non_indigenous,f,123
2021,47910,5_9,non_indigenous,f,67
2021,47980,5_9,non_indigenous,f,945
2021,48050,5_9,non_indigenous,f,325
2021,48130,5_9,non_indigenous,f,190
2021,48260,5_9,non_indigenous,f,186
2021,48340,5_9,non_indigenous,f,302
2021,48410,5_9,non_indigenous,f,1441
2021,48540,5_9,non_indigenous,f,500
2021,48640,5_9,non_indigenous,f,45
2021,48750,5_9,non_indigenous,f,119
2021,48830,5_9,non_indigenous,f,196
2021,49399,5_9,non_indigenous,f,53
2021,49499,5_9,non_indigenous,f,50
2021,49799,5_9,non_indigenous,f,0
2021,50080,5_9,non_indigenous,f,1000
2021,50210,5_9,non_indigenous,f,3456
2021,50250,5_9,non_indigenous,f,221
2021,50280,5_9,non_indigenous,f,522
2021,50350,5_9,non_indigenous,f,399
2021,50420,5_9,non_indigenous,f,1643
2021,50490,5_9,non_indigenous,f,1023
2021,50560,5_9,non_indigenous,f,37
2021,50630,5_9,non_indigenous,f,63
2021,50770,5_9,non_indigenous,f,49
2021,50840,5_9,non_indigenous,f,121
2021,50910,5_9,non_indigenous,f,23
2021,50980,5_9,non_indigenous,f,364
2021,51080,5_9,non_indigenous,f,33
2021,51120,5_9,non_indigenous,f,21
2021,51190,5_9,non_indigenous,f,755
2021,51260,5_9,non_indigenous,f,1148
2021,51310,5_9,non_indigenous,f,911
2021,51330,5_9,non_indigenous,f,2680
2021,51400,5_9,non_indigenous,f,629
2021,51470,5_9,non_indigenous,f,9
2021,51540,5_9,non_indigenous,f,74
2021,51610,5_9,non_indigenous,f,42
2021,51680,5_9,non_indigenous,f,156
2021,51710,5_9,non_indigenous,f,43
2021,51750,5_9,non_indigenous,f,239
2021,51820,5_9,non_indigenous,f,3675
2021,51860,5_9,non_indigenous,f,22
2021,51890,5_9,non_indigenous,f,212
2021,51960,5_9,non_indigenous,f,63
2021,52030,5_9,non_indigenous,f,10
2021,52100,5_9,non_indigenous,f,37
2021,52170,5_9,non_indigenous,f,178
2021,52240,5_9,non_indigenous,f,31
2021,52310,5_9,non_indigenous,f,17
2021,52380,5_9,non_indigenous,f,0
2021,52450,5_9,non_indigenous,f,44
2021,52520,5_9,non_indigenous,f,25
2021,52590,5_9,non_indigenous,f,55
2021,52660,5_9,non_indigenous,f,455
2021,52730,5_9,non_indigenous,f,154
2021,52800,5_9,non_indigenous,f,30
2021,52870,5_9,non_indigenous,f,152
2021,52940,5_9,non_indigenous,f,25
2021,53010,5_9,non_indigenous,f,17
2021,53080,5_9,non_indigenous,f,3
2021,53150,5_9,non_indigenous,f,223
2021,53220,5_9,non_indigenous,f,140
2021,53290,5_9,non_indigenous,f,364
2021,53360,5_9,non_indigenous,f,87
2021,53430,5_9,non_indigenous,f,657
2021,53570,5_9,non_indigenous,f,107
2021,53640,5_9,non_indigenous,f,33
2021,53710,5_9,non_indigenous,f,28
2021,53780,5_9,non_indigenous,f,4167
2021,53800,5_9,non_indigenous,f,984
2021,53920,5_9,non_indigenous,f,6
2021,53990,5_9,non_indigenous,f,881
2021,54060,5_9,non_indigenous,f,76
2021,54130,5_9,non_indigenous,f,37
2021,54170,5_9,non_indigenous,f,4693
2021,54200,5_9,non_indigenous,f,1741
2021,54280,5_9,non_indigenous,f,884
2021,54310,5_9,non_indigenous,f,728
2021,54340,5_9,non_indigenous,f,90
2021,54410,5_9,non_indigenous,f,18
2021,54480,5_9,non_indigenous,f,14
2021,54550,5_9,non_indigenous,f,63
2021,54620,5_9,non_indigenous,f,18
2021,54690,5_9,non_indigenous,f,12
2021,54760,5_9,non_indigenous,f,25
2021,54830,5_9,non_indigenous,f,1542
2021,54900,5_9,non_indigenous,f,39
2021,54970,5_9,non_indigenous,f,6
2021,55040,5_9,non_indigenous,f,35
2021,55110,5_9,non_indigenous,f,2378
2021,55180,5_9,non_indigenous,f,219
2021,55250,5_9,non_indigenous,f,3
2021,55320,5_9,non_indigenous,f,2960
2021,55390,5_9,non_indigenous,f,0
2021,55460,5_9,non_indigenous,f,80
2021,55530,5_9,non_indigenous,f,15
2021,55600,5_9,non_indigenous,f,49
2021,55670,5_9,non_indigenous,f,15
2021,55740,5_9,non_indigenous,f,264
2021,55810,5_9,non_indigenous,f,0
2021,55880,5_9,non_indigenous,f,12
2021,55950,5_9,non_indigenous,f,13
2021,56090,5_9,non_indigenous,f,985
2021,56160,5_9,non_indigenous,f,0
2021,56230,5_9,non_indigenous,f,461
2021,56300,5_9,non_indigenous,f,26
2021,56370,5_9,non_indigenous,f,24
2021,56460,5_9,non_indigenous,f,110
2021,56580,5_9,non_indigenous,f,674
2021,56620,5_9,non_indigenous,f,0
2021,56730,5_9,non_indigenous,f,285
2021,56790,5_9,non_indigenous,f,59
2021,56860,5_9,non_indigenous,f,7
2021,56930,5_9,non_indigenous,f,43
2021,57000,5_9,non_indigenous,f,13
2021,57080,5_9,non_indigenous,f,263
2021,57140,5_9,non_indigenous,f,22
2021,57210,5_9,non_indigenous,f,133
2021,57280,5_9,non_indigenous,f,454
2021,57350,5_9,non_indigenous,f,26
2021,57420,5_9,non_indigenous,f,65
2021,57490,5_9,non_indigenous,f,4440
2021,57630,5_9,non_indigenous,f,0
2021,57700,5_9,non_indigenous,f,1240
2021,57770,5_9,non_indigenous,f,17
2021,57840,5_9,non_indigenous,f,848
2021,57910,5_9,non_indigenous,f,5932
2021,57980,5_9,non_indigenous,f,445
2021,58050,5_9,non_indigenous,f,4993
2021,58190,5_9,non_indigenous,f,11
2021,58260,5_9,non_indigenous,f,15
2021,58330,5_9,non_indigenous,f,87
2021,58400,5_9,non_indigenous,f,0
2021,58470,5_9,non_indigenous,f,0
2021,58510,5_9,non_indigenous,f,774
2021,58540,5_9,non_indigenous,f,16
2021,58570,5_9,non_indigenous,f,835
2021,58610,5_9,non_indigenous,f,34
2021,58680,5_9,non_indigenous,f,10
2021,58760,5_9,non_indigenous,f,7225
2021,58820,5_9,non_indigenous,f,109
2021,58890,5_9,non_indigenous,f,19
2021,59030,5_9,non_indigenous,f,3
2021,59100,5_9,non_indigenous,f,17
2021,59170,5_9,non_indigenous,f,26
2021,59250,5_9,non_indigenous,f,3
2021,59310,5_9,non_indigenous,f,39
2021,59320,5_9,non_indigenous,f,12
2021,59330,5_9,non_indigenous,f,4
2021,59340,5_9,non_indigenous,f,106
2021,59350,5_9,non_indigenous,f,0
2021,59360,5_9,non_indigenous,f,23
2021,59370,5_9,non_indigenous,f,69
2021,59499,5_9,non_indigenous,f,86
2021,59799,5_9,non_indigenous,f,0
2021,60210,5_9,non_indigenous,f,109
2021,60410,5_9,non_indigenous,f,573
2021,60610,5_9,non_indigenous,f,489
2021,60810,5_9,non_indigenous,f,503
2021,61010,5_9,non_indigenous,f,52
2021,61210,5_9,non_indigenous,f,149
2021,61410,5_9,non_indigenous,f,1539
2021,61510,5_9,non_indigenous,f,267
2021,61610,5_9,non_indigenous,f,582
2021,61810,5_9,non_indigenous,f,150
2021,62010,5_9,non_indigenous,f,20
2021,62210,5_9,non_indigenous,f,152
2021,62410,5_9,non_indigenous,f,65
2021,62610,5_9,non_indigenous,f,1126
2021,62810,5_9,non_indigenous,f,1135
2021,63010,5_9,non_indigenous,f,411
2021,63210,5_9,non_indigenous,f,128
2021,63410,5_9,non_indigenous,f,41
2021,63610,5_9,non_indigenous,f,1136
2021,63810,5_9,non_indigenous,f,267
2021,64010,5_9,non_indigenous,f,1709
2021,64210,5_9,non_indigenous,f,499
2021,64610,5_9,non_indigenous,f,309
2021,64810,5_9,non_indigenous,f,432
2021,65010,5_9,non_indigenous,f,144
2021,65210,5_9,non_indigenous,f,34
2021,65410,5_9,non_indigenous,f,287
2021,65610,5_9,non_indigenous,f,90
2021,65810,5_9,non_indigenous,f,591
2021,69499,5_9,non_indigenous,f,19
2021,69799,5_9,non_indigenous,f,0
2021,70200,5_9,non_indigenous,f,592
2021,70420,5_9,non_indigenous,f,22
2021,70540,5_9,non_indigenous,f,0
2021,70620,5_9,non_indigenous,f,13
2021,70700,5_9,non_indigenous,f,10
2021,71000,5_9,non_indigenous,f,2021
2021,71150,5_9,non_indigenous,f,0
2021,71300,5_9,non_indigenous,f,15
2021,72200,5_9,non_indigenous,f,192
2021,72300,5_9,non_indigenous,f,512
2021,72330,5_9,non_indigenous,f,7
2021,72800,5_9,non_indigenous,f,1158
2021,73600,5_9,non_indigenous,f,12
2021,74050,5_9,non_indigenous,f,0
2021,74550,5_9,non_indigenous,f,4
2021,74560,5_9,non_indigenous,f,9
2021,74660,5_9,non_indigenous,f,32
2021,74680,5_9,non_indigenous,f,8
2021,79399,5_9,non_indigenous,f,202
2021,79499,5_9,non_indigenous,f,38
2021,79799,5_9,non_indigenous,f,0
2021,89399,5_9,non_indigenous,f,13277
2021,89499,5_9,non_indigenous,f,0
2021,89799,5_9,non_indigenous,f,0
2021,99399,5_9,non_indigenous,f,59
2021,99499,5_9,non_indigenous,f,0
2021,99799,5_9,non_indigenous,f,0
2021,10050,5_9,non_indigenous,m,1608
2021,10180,5_9,non_indigenous,m,684
2021,10250,5_9,non_indigenous,m,1157
2021,10300,5_9,non_indigenous,m,58
2021,10470,5_9,non_indigenous,m,1165
2021,10500,5_9,non_indigenous,m,4107
2021,10550,5_9,non_indigenous,m,804
2021,10600,5_9,non_indigenous,m,324
2021,10650,5_9,non_indigenous,m,175
2021,10750,5_9,non_indigenous,m,14432
2021,10800,5_9,non_indigenous,m,135
2021,10850,5_9,non_indigenous,m,214
2021,10900,5_9,non_indigenous,m,2207
2021,10950,5_9,non_indigenous,m,53
2021,11150,5_9,non_indigenous,m,42
2021,11200,5_9,non_indigenous,m,8
2021,11250,5_9,non_indigenous,m,339
2021,11300,5_9,non_indigenous,m,750
2021,11350,5_9,non_indigenous,m,863
2021,11400,5_9,non_indigenous,m,439
2021,11450,5_9,non_indigenous,m,4654
2021,11500,5_9,non_indigenous,m,6040
2021,11520,5_9,non_indigenous,m,2252
2021,11570,5_9,non_indigenous,m,11787
2021,11600,5_9,non_indigenous,m,70
2021,11650,5_9,non_indigenous,m,9404
2021,11700,5_9,non_indigenous,m,15
2021,11720,5_9,non_indigenous,m,1773
2021,11730,5_9,non_indigenous,m,1200
2021,11750,5_9,non_indigenous,m,89
2021,11800,5_9,non_indigenous,m,2063
2021,12000,5_9,non_indigenous,m,120
2021,12150,5_9,non_indigenous,m,44
2021,12160,5_9,non_indigenous,m,277
2021,12350,5_9,non_indigenous,m,269
2021,12380,5_9,non_indigenous,m,7440
2021,12390,5_9,non_indigenous,m,1179
2021,12700,5_9,non_indigenous,m,232
2021,12730,5_9,non_indigenous,m,210
2021,12750,5_9,non_indigenous,m,708
2021,12850,5_9,non_indigenous,m,6078
2021,12870,5_9,non_indigenous,m,307
2021,12900,5_9,non_indigenous,m,213
2021,12930,5_9,non_indigenous,m,4208
2021,12950,5_9,non_indigenous,m,75
2021,13010,5_9,non_indigenous,m,161
2021,13310,5_9,non_indigenous,m,802
2021,13340,5_9,non_indigenous,m,327
2021,13450,5_9,non_indigenous,m,754
2021,13550,5_9,non_indigenous,m,324
2021,13660,5_9,non_indigenous,m,136
2021,13800,5_9,non_indigenous,m,1884
2021,13850,5_9,non_indigenous,m,50
2021,13910,5_9,non_indigenous,m,522
2021,14000,5_9,non_indigenous,m,5300
2021,14100,5_9,non_indigenous,m,404
2021,14170,5_9,non_indigenous,m,4254
2021,14220,5_9,non_indigenous,m,406
2021,14300,5_9,non_indigenous,m,150
2021,14350,5_9,non_indigenous,m,550
2021,14400,5_9,non_indigenous,m,643
2021,14500,5_9,non_indigenous,m,4359
2021,14550,5_9,non_indigenous,m,162
2021,14600,5_9,non_indigenous,m,147
2021,14650,5_9,non_indigenous,m,5970
2021,14700,5_9,non_indigenous,m,1287
2021,14750,5_9,non_indigenous,m,293
2021,14850,5_9,non_indigenous,m,1066
2021,14870,5_9,non_indigenous,m,467
2021,14900,5_9,non_indigenous,m,8402
2021,14920,5_9,non_indigenous,m,166
2021,14950,5_9,non_indigenous,m,108
2021,15050,5_9,non_indigenous,m,2755
2021,15240,5_9,non_indigenous,m,1778
2021,15270,5_9,non_indigenous,m,746
2021,15300,5_9,non_indigenous,m,243
2021,15350,5_9,non_indigenous,m,733
2021,15520,5_9,non_indigenous,m,313
2021,15560,5_9,non_indigenous,m,83
2021,15650,5_9,non_indigenous,m,456
2021,15700,5_9,non_indigenous,m,395
2021,15750,5_9,non_indigenous,m,268
2021,15800,5_9,non_indigenous,m,140
2021,15850,5_9,non_indigenous,m,103
2021,15900,5_9,non_indigenous,m,4321
2021,15950,5_9,non_indigenous,m,1412
2021,15990,5_9,non_indigenous,m,8109
2021,16100,5_9,non_indigenous,m,117
2021,16150,5_9,non_indigenous,m,1345
2021,16200,5_9,non_indigenous,m,336
2021,16260,5_9,non_indigenous,m,8160
2021,16350,5_9,non_indigenous,m,6916
2021,16380,5_9,non_indigenous,m,1993
2021,16400,5_9,non_indigenous,m,1866
