year,lgacode,highest_year_of_school_completed,indigenous_status,gender,number_of_people
2016,59320,y10_equivalent,indigenous,f,0
2016,59330,y10_equivalent,indigenous,f,0
2016,59340,y10_equivalent,indigenous,f,251
2016,59350,y10_equivalent,indigenous,f,10
2016,59360,y10_equivalent,indigenous,f,3
2016,59370,y10_equivalent,indigenous,f,12
2016,59499,y10_equivalent,indigenous,f,28
2016,59799,y10_equivalent,indigenous,f,0
2016,60210,y10_equivalent,indigenous,f,36
2016,60410,y10_equivalent,indigenous,f,161
2016,60610,y10_equivalent,indigenous,f,167
2016,60810,y10_equivalent,indigenous,f,196
2016,61010,y10_equivalent,indigenous,f,16
2016,61210,y10_equivalent,indigenous,f,167
2016,61410,y10_equivalent,indigenous,f,185
2016,61510,y10_equivalent,indigenous,f,57
2016,61610,y10_equivalent,indigenous,f,194
2016,61810,y10_equivalent,indigenous,f,29
2016,62010,y10_equivalent,indigenous,f,18
2016,62210,y10_equivalent,indigenous,f,31
2016,62410,y10_equivalent,indigenous,f,24
2016,62610,y10_equivalent,indigenous,f,256
2016,62810,y10_equivalent,indigenous,f,52
2016,63010,y10_equivalent,indigenous,f,202
2016,63210,y10_equivalent,indigenous,f,37
2016,63410,y10_equivalent,indigenous,f,10
2016,63610,y10_equivalent,indigenous,f,139
2016,63810,y10_equivalent,indigenous,f,82
2016,64010,y10_equivalent,indigenous,f,278
2016,64210,y10_equivalent,indigenous,f,77
2016,64610,y10_equivalent,indigenous,f,31
2016,64810,y10_equivalent,indigenous,f,77
2016,65010,y10_equivalent,indigenous,f,44
2016,65210,y10_equivalent,indigenous,f,16
2016,65410,y10_equivalent,indigenous,f,133
2016,65610,y10_equivalent,indigenous,f,35
2016,65810,y10_equivalent,indigenous,f,63
2016,69499,y10_equivalent,indigenous,f,6
2016,69799,y10_equivalent,indigenous,f,0
2016,70200,y10_equivalent,indigenous,f,350
2016,70420,y10_equivalent,indigenous,f,314
2016,70540,y10_equivalent,indigenous,f,20
2016,70620,y10_equivalent,indigenous,f,177
2016,70700,y10_equivalent,indigenous,f,35
2016,71000,y10_equivalent,indigenous,f,450
2016,71300,y10_equivalent,indigenous,f,517
2016,72200,y10_equivalent,indigenous,f,191
2016,72300,y10_equivalent,indigenous,f,107
2016,72330,y10_equivalent,indigenous,f,246
2016,72800,y10_equivalent,indigenous,f,313
2016,73600,y10_equivalent,indigenous,f,371
2016,74050,y10_equivalent,indigenous,f,295
2016,74550,y10_equivalent,indigenous,f,143
2016,74560,y10_equivalent,indigenous,f,7
2016,74660,y10_equivalent,indigenous,f,318
2016,74680,y10_equivalent,indigenous,f,282
2016,79399,y10_equivalent,indigenous,f,47
2016,79499,y10_equivalent,indigenous,f,33
2016,79799,y10_equivalent,indigenous,f,0
2016,89399,y10_equivalent,indigenous,f,475
2016,89499,y10_equivalent,indigenous,f,0
2016,89799,y10_equivalent,indigenous,f,0
2016,99399,y10_equivalent,indigenous,f,20
2016,99499,y10_equivalent,indigenous,f,0
2016,99799,y10_equivalent,indigenous,f,0
2016,10050,y10_equivalent,indigenous,m,125
2016,10130,y10_equivalent,indigenous,m,190
2016,10250,y10_equivalent,indigenous,m,125
2016,10300,y10_equivalent,indigenous,m,16
2016,10470,y10_equivalent,indigenous,m,156
2016,10550,y10_equivalent,indigenous,m,79
2016,10600,y10_equivalent,indigenous,m,53
2016,10650,y10_equivalent,indigenous,m,16
2016,10750,y10_equivalent,indigenous,m,838
2016,10800,y10_equivalent,indigenous,m,21
2016,10850,y10_equivalent,indigenous,m,28
2016,10900,y10_equivalent,indigenous,m,188
2016,10950,y10_equivalent,indigenous,m,40
2016,11100,y10_equivalent,indigenous,m,83
2016,11150,y10_equivalent,indigenous,m,82
2016,11200,y10_equivalent,indigenous,m,98
2016,11250,y10_equivalent,indigenous,m,129
2016,11300,y10_equivalent,indigenous,m,8
2016,11350,y10_equivalent,indigenous,m,55
2016,11400,y10_equivalent,indigenous,m,60
2016,11450,y10_equivalent,indigenous,m,172
2016,11500,y10_equivalent,indigenous,m,482
2016,11520,y10_equivalent,indigenous,m,39
2016,11570,y10_equivalent,indigenous,m,206
2016,11600,y10_equivalent,indigenous,m,35
2016,11650,y10_equivalent,indigenous,m,1244
2016,11700,y10_equivalent,indigenous,m,78
2016,11720,y10_equivalent,indigenous,m,412
2016,11730,y10_equivalent,indigenous,m,309
2016,11750,y10_equivalent,indigenous,m,74
2016,11800,y10_equivalent,indigenous,m,338
2016,12000,y10_equivalent,indigenous,m,5
2016,12150,y10_equivalent,indigenous,m,82
2016,12350,y10_equivalent,indigenous,m,104
2016,12380,y10_equivalent,indigenous,m,149
2016,12700,y10_equivalent,indigenous,m,46
2016,12730,y10_equivalent,indigenous,m,29
2016,12750,y10_equivalent,indigenous,m,173
2016,12850,y10_equivalent,indigenous,m,128
2016,12870,y10_equivalent,indigenous,m,26
2016,12900,y10_equivalent,indigenous,m,88
2016,12930,y10_equivalent,indigenous,m,71
2016,12950,y10_equivalent,indigenous,m,45
2016,13010,y10_equivalent,indigenous,m,43
2016,13310,y10_equivalent,indigenous,m,89
2016,13340,y10_equivalent,indigenous,m,29
2016,13450,y10_equivalent,indigenous,m,150
2016,13510,y10_equivalent,indigenous,m,46
2016,13550,y10_equivalent,indigenous,m,148
2016,13660,y10_equivalent,indigenous,m,26
2016,13800,y10_equivalent,indigenous,m,262
2016,13850,y10_equivalent,indigenous,m,19
2016,13910,y10_equivalent,indigenous,m,79
2016,14000,y10_equivalent,indigenous,m,61
2016,14100,y10_equivalent,indigenous,m,3
2016,14170,y10_equivalent,indigenous,m,145
2016,14200,y10_equivalent,indigenous,m,112
2016,14300,y10_equivalent,indigenous,m,24
2016,14350,y10_equivalent,indigenous,m,253
2016,14400,y10_equivalent,indigenous,m,46
2016,14500,y10_equivalent,indigenous,m,9
2016,14550,y10_equivalent,indigenous,m,35
2016,14600,y10_equivalent,indigenous,m,91
2016,14650,y10_equivalent,indigenous,m,825
2016,14700,y10_equivalent,indigenous,m,6
2016,14750,y10_equivalent,indigenous,m,75
2016,14850,y10_equivalent,indigenous,m,203
2016,14870,y10_equivalent,indigenous,m,127
2016,14900,y10_equivalent,indigenous,m,236
2016,14920,y10_equivalent,indigenous,m,110
2016,14950,y10_equivalent,indigenous,m,11
2016,15050,y10_equivalent,indigenous,m,392
2016,15240,y10_equivalent,indigenous,m,487
2016,15270,y10_equivalent,indigenous,m,152
2016,15300,y10_equivalent,indigenous,m,240
2016,15350,y10_equivalent,indigenous,m,4
2016,15520,y10_equivalent,indigenous,m,32
2016,15560,y10_equivalent,indigenous,m,25
2016,15650,y10_equivalent,indigenous,m,142
2016,15700,y10_equivalent,indigenous,m,115
2016,15750,y10_equivalent,indigenous,m,143
2016,15800,y10_equivalent,indigenous,m,56
2016,15850,y10_equivalent,indigenous,m,120
2016,15900,y10_equivalent,indigenous,m,538
2016,15950,y10_equivalent,indigenous,m,11
2016,15990,y10_equivalent,indigenous,m,119
2016,16100,y10_equivalent,indigenous,m,16
2016,16150,y10_equivalent,indigenous,m,239
2016,16200,y10_equivalent,indigenous,m,144
2016,16260,y10_equivalent,indigenous,m,135
2016,16350,y10_equivalent,indigenous,m,736
2016,16380,y10_equivalent,indigenous,m,327
2016,16400,y10_equivalent,indigenous,m,359
2016,16490,y10_equivalent,indigenous,m,129
2016,16550,y10_equivalent,indigenous,m,135
2016,16610,y10_equivalent,indigenous,m,149
2016,16650,y10_equivalent,indigenous,m,73
2016,16700,y10_equivalent,indigenous,m,29
2016,16900,y10_equivalent,indigenous,m,234
2016,16950,y10_equivalent,indigenous,m,548
2016,17000,y10_equivalent,indigenous,m,163
2016,17040,y10_equivalent,indigenous,m,57
2016,17080,y10_equivalent,indigenous,m,49
2016,17100,y10_equivalent,indigenous,m,12
2016,17150,y10_equivalent,indigenous,m,238
2016,17200,y10_equivalent,indigenous,m,190
2016,17310,y10_equivalent,indigenous,m,603
2016,17350,y10_equivalent,indigenous,m,10
2016,17400,y10_equivalent,indigenous,m,38
2016,17420,y10_equivalent,indigenous,m,81
2016,17550,y10_equivalent,indigenous,m,376
2016,17620,y10_equivalent,indigenous,m,73
2016,17640,y10_equivalent,indigenous,m,26
2016,17650,y10_equivalent,indigenous,m,32
2016,17750,y10_equivalent,indigenous,m,286
2016,17850,y10_equivalent,indigenous,m,14
2016,17900,y10_equivalent,indigenous,m,163
2016,17950,y10_equivalent,indigenous,m,30
2016,18020,y10_equivalent,indigenous,m,89
2016,18050,y10_equivalent,indigenous,m,24
2016,18100,y10_equivalent,indigenous,m,18
2016,18200,y10_equivalent,indigenous,m,47
2016,18230,y10_equivalent,indigenous,m,749
2016,18250,y10_equivalent,indigenous,m,9
2016,18350,y10_equivalent,indigenous,m,90
2016,18400,y10_equivalent,indigenous,m,196
2016,18450,y10_equivalent,indigenous,m,516
2016,18500,y10_equivalent,indigenous,m,5
2016,18710,y10_equivalent,indigenous,m,35
2016,19399,y10_equivalent,indigenous,m,3
2016,19499,y10_equivalent,indigenous,m,98
2016,19799,y10_equivalent,indigenous,m,0
2016,20110,y10_equivalent,indigenous,m,8
2016,20260,y10_equivalent,indigenous,m,11
2016,20570,y10_equivalent,indigenous,m,78
2016,20660,y10_equivalent,indigenous,m,45
2016,20740,y10_equivalent,indigenous,m,22
2016,20830,y10_equivalent,indigenous,m,37
2016,20910,y10_equivalent,indigenous,m,7
2016,21010,y10_equivalent,indigenous,m,9
2016,21110,y10_equivalent,indigenous,m,7
2016,21180,y10_equivalent,indigenous,m,59
2016,21270,y10_equivalent,indigenous,m,3
2016,21370,y10_equivalent,indigenous,m,58
2016,21450,y10_equivalent,indigenous,m,59
2016,21610,y10_equivalent,indigenous,m,114
2016,21670,y10_equivalent,indigenous,m,13
2016,21750,y10_equivalent,indigenous,m,17
2016,21830,y10_equivalent,indigenous,m,10
2016,21890,y10_equivalent,indigenous,m,69
2016,22110,y10_equivalent,indigenous,m,95
2016,22170,y10_equivalent,indigenous,m,107
2016,22250,y10_equivalent,indigenous,m,15
2016,22310,y10_equivalent,indigenous,m,9
2016,22410,y10_equivalent,indigenous,m,32
2016,22490,y10_equivalent,indigenous,m,12
2016,22620,y10_equivalent,indigenous,m,128
2016,22670,y10_equivalent,indigenous,m,42
2016,22750,y10_equivalent,indigenous,m,157
2016,22830,y10_equivalent,indigenous,m,147
2016,22910,y10_equivalent,indigenous,m,9
2016,22980,y10_equivalent,indigenous,m,3
2016,23110,y10_equivalent,indigenous,m,31
2016,23190,y10_equivalent,indigenous,m,12
2016,23270,y10_equivalent,indigenous,m,95
2016,23350,y10_equivalent,indigenous,m,7
2016,23430,y10_equivalent,indigenous,m,38
2016,23670,y10_equivalent,indigenous,m,74
2016,23810,y10_equivalent,indigenous,m,75
2016,23940,y10_equivalent,indigenous,m,7
2016,24130,y10_equivalent,indigenous,m,28
2016,24210,y10_equivalent,indigenous,m,21
2016,24250,y10_equivalent,indigenous,m,4
2016,24330,y10_equivalent,indigenous,m,22
2016,24410,y10_equivalent,indigenous,m,48
2016,24600,y10_equivalent,indigenous,m,23
2016,24650,y10_equivalent,indigenous,m,78
2016,24780,y10_equivalent,indigenous,m,151
2016,24850,y10_equivalent,indigenous,m,47
2016,24900,y10_equivalent,indigenous,m,44
2016,24970,y10_equivalent,indigenous,m,22
2016,25060,y10_equivalent,indigenous,m,22
2016,25150,y10_equivalent,indigenous,m,40
2016,25250,y10_equivalent,indigenous,m,43
2016,25340,y10_equivalent,indigenous,m,92
2016,25430,y10_equivalent,indigenous,m,16
2016,25490,y10_equivalent,indigenous,m,10
2016,25620,y10_equivalent,indigenous,m,17
2016,25710,y10_equivalent,indigenous,m,15
2016,25810,y10_equivalent,indigenous,m,11
2016,25900,y10_equivalent,indigenous,m,35
2016,25990,y10_equivalent,indigenous,m,11
2016,26080,y10_equivalent,indigenous,m,0
2016,26170,y10_equivalent,indigenous,m,25
2016,26260,y10_equivalent,indigenous,m,12
2016,26350,y10_equivalent,indigenous,m,17
2016,26430,y10_equivalent,indigenous,m,15
2016,26490,y10_equivalent,indigenous,m,10
2016,26610,y10_equivalent,indigenous,m,56
2016,26670,y10_equivalent,indigenous,m,4
2016,26700,y10_equivalent,indigenous,m,19
2016,26730,y10_equivalent,indigenous,m,41
2016,26810,y10_equivalent,indigenous,m,40
2016,26890,y10_equivalent,indigenous,m,0
2016,26980,y10_equivalent,indigenous,m,17
2016,27070,y10_equivalent,indigenous,m,108
2016,27170,y10_equivalent,indigenous,m,80
2016,27260,y10_equivalent,indigenous,m,104
2016,27350,y10_equivalent,indigenous,m,23
2016,27450,y10_equivalent,indigenous,m,117
2016,27630,y10_equivalent,indigenous,m,10
2016,29399,y10_equivalent,indigenous,m,0
2016,29499,y10_equivalent,indigenous,m,24
2016,29799,y10_equivalent,indigenous,m,0
2016,30250,y10_equivalent,indigenous,m,132
2016,30300,y10_equivalent,indigenous,m,75
2016,30370,y10_equivalent,indigenous,m,38
2016,30410,y10_equivalent,indigenous,m,16
2016,30450,y10_equivalent,indigenous,m,0
2016,30760,y10_equivalent,indigenous,m,11
2016,30900,y10_equivalent,indigenous,m,11
2016,31000,y10_equivalent,indigenous,m,1143
2016,31750,y10_equivalent,indigenous,m,10
2016,31820,y10_equivalent,indigenous,m,314
2016,31900,y10_equivalent,indigenous,m,72
2016,31950,y10_equivalent,indigenous,m,11
2016,32080,y10_equivalent,indigenous,m,850
2016,32250,y10_equivalent,indigenous,m,88
2016,32260,y10_equivalent,indigenous,m,218
2016,32270,y10_equivalent,indigenous,m,113
2016,32310,y10_equivalent,indigenous,m,61
2016,32330,y10_equivalent,indigenous,m,103
2016,32450,y10_equivalent,indigenous,m,71
2016,32500,y10_equivalent,indigenous,m,79
2016,32600,y10_equivalent,indigenous,m,3
2016,32750,y10_equivalent,indigenous,m,4
2016,32770,y10_equivalent,indigenous,m,158
2016,32810,y10_equivalent,indigenous,m,79
2016,33100,y10_equivalent,indigenous,m,4
2016,33200,y10_equivalent,indigenous,m,8
2016,33220,y10_equivalent,indigenous,m,348
2016,33360,y10_equivalent,indigenous,m,218
2016,33430,y10_equivalent,indigenous,m,833
2016,33610,y10_equivalent,indigenous,m,50
2016,33620,y10_equivalent,indigenous,m,148
2016,33800,y10_equivalent,indigenous,m,39
2016,33830,y10_equivalent,indigenous,m,95
2016,33960,y10_equivalent,indigenous,m,607
2016,33980,y10_equivalent,indigenous,m,68
2016,34420,y10_equivalent,indigenous,m,100
2016,34530,y10_equivalent,indigenous,m,105
2016,34570,y10_equivalent,indigenous,m,58
2016,34580,y10_equivalent,indigenous,m,115
2016,34590,y10_equivalent,indigenous,m,751
2016,34710,y10_equivalent,indigenous,m,20
2016,34770,y10_equivalent,indigenous,m,484
2016,34800,y10_equivalent,indigenous,m,0
2016,34830,y10_equivalent,indigenous,m,31
2016,34860,y10_equivalent,indigenous,m,93
2016,34880,y10_equivalent,indigenous,m,172
2016,35010,y10_equivalent,indigenous,m,915
2016,35250,y10_equivalent,indigenous,m,107
2016,35300,y10_equivalent,indigenous,m,222
2016,35600,y10_equivalent,indigenous,m,37
2016,35670,y10_equivalent,indigenous,m,90
2016,35740,y10_equivalent,indigenous,m,61
2016,35760,y10_equivalent,indigenous,m,56
2016,35780,y10_equivalent,indigenous,m,149
2016,35790,y10_equivalent,indigenous,m,251
2016,35800,y10_equivalent,indigenous,m,38
2016,36070,y10_equivalent,indigenous,m,81
2016,36150,y10_equivalent,indigenous,m,13
2016,36250,y10_equivalent,indigenous,m,303
2016,36300,y10_equivalent,indigenous,m,9
2016,36370,y10_equivalent,indigenous,m,439
2016,36510,y10_equivalent,indigenous,m,89
2016,36580,y10_equivalent,indigenous,m,56
2016,36630,y10_equivalent,indigenous,m,129
2016,36660,y10_equivalent,indigenous,m,106
2016,36720,y10_equivalent,indigenous,m,534
2016,36820,y10_equivalent,indigenous,m,135
2016,36910,y10_equivalent,indigenous,m,512
2016,36950,y10_equivalent,indigenous,m,125
2016,36960,y10_equivalent,indigenous,m,270
2016,37010,y10_equivalent,indigenous,m,843
2016,37300,y10_equivalent,indigenous,m,48
2016,37310,y10_equivalent,indigenous,m,171
2016,37340,y10_equivalent,indigenous,m,158
2016,37400,y10_equivalent,indigenous,m,11
2016,37550,y10_equivalent,indigenous,m,97
2016,37570,y10_equivalent,indigenous,m,22
2016,37600,y10_equivalent,indigenous,m,278
2016,39499,y10_equivalent,indigenous,m,73
2016,39799,y10_equivalent,indigenous,m,0
2016,40070,y10_equivalent,indigenous,m,10
2016,40120,y10_equivalent,indigenous,m,16
2016,40220,y10_equivalent,indigenous,m,22
2016,40250,y10_equivalent,indigenous,m,154
2016,40310,y10_equivalent,indigenous,m,16
2016,40430,y10_equivalent,indigenous,m,3
2016,40520,y10_equivalent,indigenous,m,29
2016,40700,y10_equivalent,indigenous,m,9
2016,40910,y10_equivalent,indigenous,m,18
2016,41010,y10_equivalent,indigenous,m,38
2016,41060,y10_equivalent,indigenous,m,106
2016,41140,y10_equivalent,indigenous,m,4
2016,41190,y10_equivalent,indigenous,m,0
2016,41330,y10_equivalent,indigenous,m,23
2016,41560,y10_equivalent,indigenous,m,23
2016,41750,y10_equivalent,indigenous,m,4
2016,41830,y10_equivalent,indigenous,m,14
2016,41960,y10_equivalent,indigenous,m,0
2016,42030,y10_equivalent,indigenous,m,22
2016,42110,y10_equivalent,indigenous,m,8
2016,42250,y10_equivalent,indigenous,m,12
2016,42600,y10_equivalent,indigenous,m,20
2016,42750,y10_equivalent,indigenous,m,3
2016,43080,y10_equivalent,indigenous,m,0
2016,43220,y10_equivalent,indigenous,m,0
2016,43360,y10_equivalent,indigenous,m,3
2016,43650,y10_equivalent,indigenous,m,8
2016,43710,y10_equivalent,indigenous,m,3
2016,43790,y10_equivalent,indigenous,m,17
2016,43920,y10_equivalent,indigenous,m,14
2016,44000,y10_equivalent,indigenous,m,0
2016,44060,y10_equivalent,indigenous,m,54
2016,44210,y10_equivalent,indigenous,m,21
2016,44340,y10_equivalent,indigenous,m,26
2016,44550,y10_equivalent,indigenous,m,25
2016,44620,y10_equivalent,indigenous,m,31
2016,44830,y10_equivalent,indigenous,m,3
2016,45040,y10_equivalent,indigenous,m,54
2016,45090,y10_equivalent,indigenous,m,10
2016,45120,y10_equivalent,indigenous,m,8
2016,45290,y10_equivalent,indigenous,m,11
2016,45340,y10_equivalent,indigenous,m,158
2016,45400,y10_equivalent,indigenous,m,0
2016,45540,y10_equivalent,indigenous,m,5
2016,45680,y10_equivalent,indigenous,m,197
2016,45890,y10_equivalent,indigenous,m,173
2016,46090,y10_equivalent,indigenous,m,171
2016,46300,y10_equivalent,indigenous,m,41
2016,46450,y10_equivalent,indigenous,m,43
2016,46510,y10_equivalent,indigenous,m,17
2016,46670,y10_equivalent,indigenous,m,15
2016,46860,y10_equivalent,indigenous,m,0
2016,46970,y10_equivalent,indigenous,m,12
2016,47140,y10_equivalent,indigenous,m,169
2016,47290,y10_equivalent,indigenous,m,5
2016,47490,y10_equivalent,indigenous,m,0
2016,47630,y10_equivalent,indigenous,m,3
2016,47700,y10_equivalent,indigenous,m,71
2016,47800,y10_equivalent,indigenous,m,29
2016,47910,y10_equivalent,indigenous,m,4
2016,47980,y10_equivalent,indigenous,m,7
2016,48050,y10_equivalent,indigenous,m,17
2016,48130,y10_equivalent,indigenous,m,15
2016,48260,y10_equivalent,indigenous,m,0
2016,48340,y10_equivalent,indigenous,m,20
2016,48410,y10_equivalent,indigenous,m,35
2016,48540,y10_equivalent,indigenous,m,75
2016,48640,y10_equivalent,indigenous,m,3
2016,48750,y10_equivalent,indigenous,m,0
2016,48830,y10_equivalent,indigenous,m,20
2016,49399,y10_equivalent,indigenous,m,62
2016,49499,y10_equivalent,indigenous,m,19
2016,49799,y10_equivalent,indigenous,m,0
2016,50080,y10_equivalent,indigenous,m,107
2016,50210,y10_equivalent,indigenous,m,196
2016,50250,y10_equivalent,indigenous,m,160
2016,50280,y10_equivalent,indigenous,m,20
2016,50350,y10_equivalent,indigenous,m,49
2016,50420,y10_equivalent,indigenous,m,61
2016,50490,y10_equivalent,indigenous,m,88
2016,50560,y10_equivalent,indigenous,m,16
2016,50630,y10_equivalent,indigenous,m,15
2016,50770,y10_equivalent,indigenous,m,0
2016,50840,y10_equivalent,indigenous,m,10
2016,50910,y10_equivalent,indigenous,m,11
2016,50980,y10_equivalent,indigenous,m,336
2016,51080,y10_equivalent,indigenous,m,16
2016,51120,y10_equivalent,indigenous,m,3
2016,51190,y10_equivalent,indigenous,m,111
2016,51260,y10_equivalent,indigenous,m,48
2016,51310,y10_equivalent,indigenous,m,3
2016,51330,y10_equivalent,indigenous,m,63
2016,51400,y10_equivalent,indigenous,m,39
2016,51470,y10_equivalent,indigenous,m,0
2016,51540,y10_equivalent,indigenous,m,97
2016,51610,y10_equivalent,indigenous,m,0
2016,51680,y10_equivalent,indigenous,m,9
2016,51750,y10_equivalent,indigenous,m,0
2016,51820,y10_equivalent,indigenous,m,125
2016,51890,y10_equivalent,indigenous,m,44
2016,51960,y10_equivalent,indigenous,m,48
2016,52030,y10_equivalent,indigenous,m,3
2016,52100,y10_equivalent,indigenous,m,0
2016,52170,y10_equivalent,indigenous,m,0
2016,52240,y10_equivalent,indigenous,m,3
2016,52310,y10_equivalent,indigenous,m,3
2016,52380,y10_equivalent,indigenous,m,7
2016,52450,y10_equivalent,indigenous,m,7
2016,52520,y10_equivalent,indigenous,m,7
2016,52590,y10_equivalent,indigenous,m,8
2016,52660,y10_equivalent,indigenous,m,23
2016,52730,y10_equivalent,indigenous,m,3
2016,52800,y10_equivalent,indigenous,m,428
2016,52870,y10_equivalent,indigenous,m,15
2016,52940,y10_equivalent,indigenous,m,0
2016,53010,y10_equivalent,indigenous,m,0
2016,53080,y10_equivalent,indigenous,m,10
2016,53150,y10_equivalent,indigenous,m,0
2016,53220,y10_equivalent,indigenous,m,236
2016,53290,y10_equivalent,indigenous,m,44
2016,53360,y10_equivalent,indigenous,m,3
2016,53430,y10_equivalent,indigenous,m,40
2016,53570,y10_equivalent,indigenous,m,11
2016,53640,y10_equivalent,indigenous,m,18
2016,53710,y10_equivalent,indigenous,m,3
2016,53780,y10_equivalent,indigenous,m,193
2016,53800,y10_equivalent,indigenous,m,276
2016,53920,y10_equivalent,indigenous,m,175
2016,53990,y10_equivalent,indigenous,m,59
2016,54060,y10_equivalent,indigenous,m,12
2016,54130,y10_equivalent,indigenous,m,3
2016,54170,y10_equivalent,indigenous,m,86
2016,54200,y10_equivalent,indigenous,m,82
2016,54280,y10_equivalent,indigenous,m,190
2016,54310,y10_equivalent,indigenous,m,245
2016,54340,y10_equivalent,indigenous,m,18
2016,54410,y10_equivalent,indigenous,m,9
2016,54480,y10_equivalent,indigenous,m,0
2016,54550,y10_equivalent,indigenous,m,7
2016,54620,y10_equivalent,indigenous,m,3
2016,54690,y10_equivalent,indigenous,m,0
2016,54760,y10_equivalent,indigenous,m,0
2016,54830,y10_equivalent,indigenous,m,86
2016,54900,y10_equivalent,indigenous,m,3
2016,54970,y10_equivalent,indigenous,m,41
2016,55040,y10_equivalent,indigenous,m,18
2016,55110,y10_equivalent,indigenous,m,156
2016,55180,y10_equivalent,indigenous,m,23
2016,55250,y10_equivalent,indigenous,m,28
2016,55320,y10_equivalent,indigenous,m,51
2016,55390,y10_equivalent,indigenous,m,23
2016,55460,y10_equivalent,indigenous,m,27
2016,55530,y10_equivalent,indigenous,m,3
2016,55600,y10_equivalent,indigenous,m,23
2016,55670,y10_equivalent,indigenous,m,18
2016,55740,y10_equivalent,indigenous,m,8
2016,55810,y10_equivalent,indigenous,m,11
2016,55880,y10_equivalent,indigenous,m,3
2016,55950,y10_equivalent,indigenous,m,3
2016,56090,y10_equivalent,indigenous,m,69
2016,56160,y10_equivalent,indigenous,m,10
2016,56230,y10_equivalent,indigenous,m,38
2016,56300,y10_equivalent,indigenous,m,5
2016,56370,y10_equivalent,indigenous,m,0
2016,56460,y10_equivalent,indigenous,m,28
2016,56580,y10_equivalent,indigenous,m,3
2016,56620,y10_equivalent,indigenous,m,57
2016,56730,y10_equivalent,indigenous,m,58
2016,56790,y10_equivalent,indigenous,m,17
2016,56860,y10_equivalent,indigenous,m,0
2016,56930,y10_equivalent,indigenous,m,0
2016,57000,y10_equivalent,indigenous,m,3
2016,57080,y10_equivalent,indigenous,m,22
2016,57140,y10_equivalent,indigenous,m,18
2016,57210,y10_equivalent,indigenous,m,15
2016,57280,y10_equivalent,indigenous,m,225
2016,57350,y10_equivalent,indigenous,m,13
2016,57420,y10_equivalent,indigenous,m,0
2016,57490,y10_equivalent,indigenous,m,220
2016,57630,y10_equivalent,indigenous,m,0
2016,57700,y10_equivalent,indigenous,m,39
2016,57770,y10_equivalent,indigenous,m,8
2016,57840,y10_equivalent,indigenous,m,39
2016,57910,y10_equivalent,indigenous,m,182
2016,57980,y10_equivalent,indigenous,m,8
2016,58050,y10_equivalent,indigenous,m,323
2016,58190,y10_equivalent,indigenous,m,6
2016,58260,y10_equivalent,indigenous,m,3
2016,58330,y10_equivalent,indigenous,m,17
2016,58400,y10_equivalent,indigenous,m,0
2016,58470,y10_equivalent,indigenous,m,12
2016,58510,y10_equivalent,indigenous,m,52
2016,58540,y10_equivalent,indigenous,m,0
2016,58570,y10_equivalent,indigenous,m,26
2016,58610,y10_equivalent,indigenous,m,4
2016,58680,y10_equivalent,indigenous,m,0
2016,58760,y10_equivalent,indigenous,m,197
2016,58820,y10_equivalent,indigenous,m,8
2016,58890,y10_equivalent,indigenous,m,3
2016,59030,y10_equivalent,indigenous,m,0
2016,59100,y10_equivalent,indigenous,m,3
2016,59170,y10_equivalent,indigenous,m,4
2016,59250,y10_equivalent,indigenous,m,21
2016,59310,y10_equivalent,indigenous,m,9
2016,59320,y10_equivalent,indigenous,m,0
2016,59330,y10_equivalent,indigenous,m,0
2016,59340,y10_equivalent,indigenous,m,190
2016,59350,y10_equivalent,indigenous,m,3
2016,59360,y10_equivalent,indigenous,m,3
2016,59370,y10_equivalent,indigenous,m,8
2016,59499,y10_equivalent,indigenous,m,43
2016,59799,y10_equivalent,indigenous,m,3
2016,60210,y10_equivalent,indigenous,m,25
2016,60410,y10_equivalent,indigenous,m,155
2016,60610,y10_equivalent,indigenous,m,131
2016,60810,y10_equivalent,indigenous,m,203
2016,61010,y10_equivalent,indigenous,m,8
2016,61210,y10_equivalent,indigenous,m,167
2016,61410,y10_equivalent,indigenous,m,197
2016,61510,y10_equivalent,indigenous,m,38
2016,61610,y10_equivalent,indigenous,m,193
2016,61810,y10_equivalent,indigenous,m,27
2016,62010,y10_equivalent,indigenous,m,21
2016,62210,y10_equivalent,indigenous,m,46
2016,62410,y10_equivalent,indigenous,m,16
2016,62610,y10_equivalent,indigenous,m,234
2016,62810,y10_equivalent,indigenous,m,46
2016,63010,y10_equivalent,indigenous,m,186
2016,63210,y10_equivalent,indigenous,m,48
2016,63410,y10_equivalent,indigenous,m,6
2016,63610,y10_equivalent,indigenous,m,163
2016,63810,y10_equivalent,indigenous,m,90
2016,64010,y10_equivalent,indigenous,m,264
2016,64210,y10_equivalent,indigenous,m,68
2016,64610,y10_equivalent,indigenous,m,44
2016,64810,y10_equivalent,indigenous,m,91
2016,65010,y10_equivalent,indigenous,m,47
2016,65210,y10_equivalent,indigenous,m,21
2016,65410,y10_equivalent,indigenous,m,135
2016,65610,y10_equivalent,indigenous,m,47
2016,65810,y10_equivalent,indigenous,m,57
2016,69499,y10_equivalent,indigenous,m,12
2016,69799,y10_equivalent,indigenous,m,0
2016,70200,y10_equivalent,indigenous,m,245
2016,70420,y10_equivalent,indigenous,m,292
2016,70540,y10_equivalent,indigenous,m,25
2016,70620,y10_equivalent,indigenous,m,146
2016,70700,y10_equivalent,indigenous,m,21
