year,lgacode,weekly_income_range,indigenous_status,number_of_household
2016,89799,650_799,indigenous,0
2016,99399,650_799,indigenous,4
2016,99499,650_799,indigenous,0
2016,99799,650_799,indigenous,0
2016,10050,650_799,non_indigenous,1611
2016,10130,650_799,non_indigenous,844
2016,10250,650_799,non_indigenous,1536
2016,10300,650_799,non_indigenous,57
2016,10470,650_799,non_indigenous,1014
2016,10550,650_799,non_indigenous,1334
2016,10600,650_799,non_indigenous,492
2016,10650,650_799,non_indigenous,345
2016,10750,650_799,non_indigenous,5558
2016,10800,650_799,non_indigenous,190
2016,10850,650_799,non_indigenous,202
2016,10900,650_799,non_indigenous,1935
2016,10950,650_799,non_indigenous,60
2016,11100,650_799,non_indigenous,887
2016,11150,650_799,non_indigenous,40
2016,11200,650_799,non_indigenous,7
2016,11250,650_799,non_indigenous,651
2016,11300,650_799,non_indigenous,674
2016,11350,650_799,non_indigenous,893
2016,11400,650_799,non_indigenous,385
2016,11450,650_799,non_indigenous,1062
2016,11500,650_799,non_indigenous,3235
2016,11520,650_799,non_indigenous,1367
2016,11570,650_799,non_indigenous,8152
2016,11600,650_799,non_indigenous,59
2016,11650,650_799,non_indigenous,9822
2016,11700,650_799,non_indigenous,29
2016,11720,650_799,non_indigenous,1705
2016,11730,650_799,non_indigenous,2284
2016,11750,650_799,non_indigenous,111
2016,11800,650_799,non_indigenous,2560
2016,12000,650_799,non_indigenous,134
2016,12150,650_799,non_indigenous,72
2016,12350,650_799,non_indigenous,491
2016,12380,650_799,non_indigenous,4412
2016,12700,650_799,non_indigenous,303
2016,12730,650_799,non_indigenous,284
2016,12750,650_799,non_indigenous,1697
2016,12850,650_799,non_indigenous,4935
2016,12870,650_799,non_indigenous,499
2016,12900,650_799,non_indigenous,301
2016,12930,650_799,non_indigenous,2794
2016,12950,650_799,non_indigenous,153
2016,13010,650_799,non_indigenous,370
2016,13310,650_799,non_indigenous,868
2016,13340,650_799,non_indigenous,306
2016,13450,650_799,non_indigenous,604
2016,13510,650_799,non_indigenous,467
2016,13550,650_799,non_indigenous,319
2016,13660,650_799,non_indigenous,214
2016,13800,650_799,non_indigenous,1161
2016,13850,650_799,non_indigenous,85
2016,13910,650_799,non_indigenous,724
2016,14000,650_799,non_indigenous,2046
2016,14100,650_799,non_indigenous,171
2016,14170,650_799,non_indigenous,2867
2016,14200,650_799,non_indigenous,623
2016,14300,650_799,non_indigenous,185
2016,14350,650_799,non_indigenous,1192
2016,14400,650_799,non_indigenous,518
2016,14500,650_799,non_indigenous,1169
2016,14550,650_799,non_indigenous,394
2016,14600,650_799,non_indigenous,163
2016,14650,650_799,non_indigenous,6005
2016,14700,650_799,non_indigenous,409
2016,14750,650_799,non_indigenous,323
2016,14850,650_799,non_indigenous,1422
2016,14870,650_799,non_indigenous,742
2016,14900,650_799,non_indigenous,3623
2016,14920,650_799,non_indigenous,260
2016,14950,650_799,non_indigenous,82
2016,15050,650_799,non_indigenous,2020
2016,15240,650_799,non_indigenous,4396
2016,15270,650_799,non_indigenous,750
2016,15300,650_799,non_indigenous,261
2016,15350,650_799,non_indigenous,291
2016,15520,650_799,non_indigenous,420
2016,15560,650_799,non_indigenous,102
2016,15650,650_799,non_indigenous,380
2016,15700,650_799,non_indigenous,918
2016,15750,650_799,non_indigenous,289
2016,15800,650_799,non_indigenous,177
2016,15850,650_799,non_indigenous,174
2016,15900,650_799,non_indigenous,4114
2016,15950,650_799,non_indigenous,864
2016,15990,650_799,non_indigenous,3449
2016,16100,650_799,non_indigenous,150
2016,16150,650_799,non_indigenous,1057
2016,16200,650_799,non_indigenous,405
2016,16260,650_799,non_indigenous,3799
2016,16350,650_799,non_indigenous,3640
2016,16380,650_799,non_indigenous,3309
2016,16400,650_799,non_indigenous,2278
2016,16490,650_799,non_indigenous,952
2016,16550,650_799,non_indigenous,1997
2016,16610,650_799,non_indigenous,923
2016,16650,650_799,non_indigenous,2336
2016,16700,650_799,non_indigenous,2012
2016,16900,650_799,non_indigenous,2004
2016,16950,650_799,non_indigenous,4115
2016,17000,650_799,non_indigenous,421
2016,17040,650_799,non_indigenous,638
2016,17080,650_799,non_indigenous,453
2016,17100,650_799,non_indigenous,639
2016,17150,650_799,non_indigenous,3653
2016,17200,650_799,non_indigenous,2907
2016,17310,650_799,non_indigenous,1744
2016,17350,650_799,non_indigenous,251
2016,17400,650_799,non_indigenous,322
2016,17420,650_799,non_indigenous,1765
2016,17550,650_799,non_indigenous,3410
2016,17620,650_799,non_indigenous,424
2016,17640,650_799,non_indigenous,243
2016,17650,650_799,non_indigenous,211
2016,17750,650_799,non_indigenous,1564
2016,17850,650_799,non_indigenous,109
2016,17900,650_799,non_indigenous,142
2016,17950,650_799,non_indigenous,75
2016,18020,650_799,non_indigenous,352
2016,18050,650_799,non_indigenous,844
2016,18100,650_799,non_indigenous,164
2016,18200,650_799,non_indigenous,214
2016,18230,650_799,non_indigenous,1172
2016,18250,650_799,non_indigenous,878
2016,18350,650_799,non_indigenous,1308
2016,18400,650_799,non_indigenous,852
2016,18450,650_799,non_indigenous,5542
2016,18500,650_799,non_indigenous,564
2016,18710,650_799,non_indigenous,263
2016,19399,650_799,non_indigenous,25
2016,19499,650_799,non_indigenous,0
2016,19799,650_799,non_indigenous,0
2016,20110,650_799,non_indigenous,497
2016,20260,650_799,non_indigenous,461
2016,20570,650_799,non_indigenous,3408
2016,20660,650_799,non_indigenous,2693
2016,20740,650_799,non_indigenous,1473
2016,20830,650_799,non_indigenous,1575
2016,20910,650_799,non_indigenous,1514
2016,21010,650_799,non_indigenous,643
2016,21110,650_799,non_indigenous,2275
2016,21180,650_799,non_indigenous,4842
2016,21270,650_799,non_indigenous,271
2016,21370,650_799,non_indigenous,1367
2016,21450,650_799,non_indigenous,2026
2016,21610,650_799,non_indigenous,5745
2016,21670,650_799,non_indigenous,673
2016,21750,650_799,non_indigenous,724
2016,21830,650_799,non_indigenous,526
2016,21890,650_799,non_indigenous,3646
2016,22110,650_799,non_indigenous,1923
2016,22170,650_799,non_indigenous,3511
2016,22250,650_799,non_indigenous,448
2016,22310,650_799,non_indigenous,2736
2016,22410,650_799,non_indigenous,704
2016,22490,650_799,non_indigenous,526
2016,22620,650_799,non_indigenous,3650
2016,22670,650_799,non_indigenous,4205
2016,22750,650_799,non_indigenous,7012
2016,22830,650_799,non_indigenous,1912
2016,22910,650_799,non_indigenous,593
2016,22980,650_799,non_indigenous,261
2016,23110,650_799,non_indigenous,1942
2016,23190,650_799,non_indigenous,631
2016,23270,650_799,non_indigenous,4295
2016,23350,650_799,non_indigenous,499
2016,23430,650_799,non_indigenous,3549
2016,23670,650_799,non_indigenous,3480
2016,23810,650_799,non_indigenous,2566
2016,23940,650_799,non_indigenous,313
2016,24130,650_799,non_indigenous,928
2016,24210,650_799,non_indigenous,2474
2016,24250,650_799,non_indigenous,304
2016,24330,650_799,non_indigenous,1743
2016,24410,650_799,non_indigenous,2495
2016,24600,650_799,non_indigenous,2249
2016,24650,650_799,non_indigenous,2580
2016,24780,650_799,non_indigenous,1860
2016,24850,650_799,non_indigenous,972
2016,24900,650_799,non_indigenous,1110
2016,24970,650_799,non_indigenous,3887
2016,25060,650_799,non_indigenous,2651
2016,25150,650_799,non_indigenous,849
2016,25250,650_799,non_indigenous,3766
2016,25340,650_799,non_indigenous,4654
2016,25430,650_799,non_indigenous,722
2016,25490,650_799,non_indigenous,488
2016,25620,650_799,non_indigenous,494
2016,25710,650_799,non_indigenous,793
2016,25810,650_799,non_indigenous,477
2016,25900,650_799,non_indigenous,1893
2016,25990,650_799,non_indigenous,305
2016,26080,650_799,non_indigenous,94
2016,26170,650_799,non_indigenous,1021
2016,26260,650_799,non_indigenous,579
2016,26350,650_799,non_indigenous,1695
2016,26430,650_799,non_indigenous,412
2016,26490,650_799,non_indigenous,677
2016,26610,650_799,non_indigenous,664
2016,26670,650_799,non_indigenous,224
2016,26700,650_799,non_indigenous,1005
2016,26730,650_799,non_indigenous,1070
2016,26810,650_799,non_indigenous,1454
2016,26890,650_799,non_indigenous,178
2016,26980,650_799,non_indigenous,3454
2016,27070,650_799,non_indigenous,4712
2016,27170,650_799,non_indigenous,1121
2016,27260,650_799,non_indigenous,3653
2016,27350,650_799,non_indigenous,1417
2016,27450,650_799,non_indigenous,3387
2016,27630,650_799,non_indigenous,283
2016,29399,650_799,non_indigenous,6
2016,29499,650_799,non_indigenous,0
2016,29799,650_799,non_indigenous,0
2016,30250,650_799,non_indigenous,4
2016,30300,650_799,non_indigenous,95
2016,30370,650_799,non_indigenous,301
2016,30410,650_799,non_indigenous,87
2016,30450,650_799,non_indigenous,5
2016,30760,650_799,non_indigenous,67
2016,30900,650_799,non_indigenous,9
2016,31000,650_799,non_indigenous,20339
2016,31750,650_799,non_indigenous,12
2016,31820,650_799,non_indigenous,4043
2016,31900,650_799,non_indigenous,568
2016,31950,650_799,non_indigenous,8
2016,32080,650_799,non_indigenous,3609
2016,32250,650_799,non_indigenous,28
2016,32260,650_799,non_indigenous,974
2016,32270,650_799,non_indigenous,381
2016,32310,650_799,non_indigenous,366
2016,32330,650_799,non_indigenous,0
2016,32450,650_799,non_indigenous,25
2016,32500,650_799,non_indigenous,88
2016,32600,650_799,non_indigenous,7
2016,32750,650_799,non_indigenous,0
2016,32770,650_799,non_indigenous,0
2016,32810,650_799,non_indigenous,322
2016,33100,650_799,non_indigenous,25
2016,33200,650_799,non_indigenous,35
2016,33220,650_799,non_indigenous,4976
2016,33360,650_799,non_indigenous,1293
2016,33430,650_799,non_indigenous,14319
2016,33610,650_799,non_indigenous,284
2016,33620,650_799,non_indigenous,2163
2016,33800,650_799,non_indigenous,407
2016,33830,650_799,non_indigenous,0
2016,33960,650_799,non_indigenous,4320
2016,33980,650_799,non_indigenous,228
2016,34420,650_799,non_indigenous,0
2016,34530,650_799,non_indigenous,970
2016,34570,650_799,non_indigenous,0
2016,34580,650_799,non_indigenous,1134
2016,34590,650_799,non_indigenous,6978
2016,34710,650_799,non_indigenous,86
2016,34770,650_799,non_indigenous,2414
2016,34800,650_799,non_indigenous,12
2016,34830,650_799,non_indigenous,0
2016,34860,650_799,non_indigenous,261
2016,34880,650_799,non_indigenous,672
2016,35010,650_799,non_indigenous,11043
2016,35250,650_799,non_indigenous,3
2016,35300,650_799,non_indigenous,166
2016,35600,650_799,non_indigenous,105
2016,35670,650_799,non_indigenous,0
2016,35740,650_799,non_indigenous,1807
2016,35760,650_799,non_indigenous,391
2016,35780,650_799,non_indigenous,4
2016,35790,650_799,non_indigenous,0
2016,35800,650_799,non_indigenous,51
2016,36070,650_799,non_indigenous,5
2016,36150,650_799,non_indigenous,19
2016,36250,650_799,non_indigenous,3757
2016,36300,650_799,non_indigenous,19
2016,36370,650_799,non_indigenous,2134
2016,36510,650_799,non_indigenous,1269
2016,36580,650_799,non_indigenous,858
2016,36630,650_799,non_indigenous,1469
2016,36660,650_799,non_indigenous,1524
2016,36720,650_799,non_indigenous,9163
2016,36820,650_799,non_indigenous,955
2016,36910,650_799,non_indigenous,4830
2016,36950,650_799,non_indigenous,4
2016,36960,650_799,non_indigenous,0
2016,37010,650_799,non_indigenous,4097
2016,37300,650_799,non_indigenous,12
2016,37310,650_799,non_indigenous,886
2016,37340,650_799,non_indigenous,865
2016,37400,650_799,non_indigenous,35
2016,37550,650_799,non_indigenous,0
2016,37570,650_799,non_indigenous,0
2016,37600,650_799,non_indigenous,0
2016,39499,650_799,non_indigenous,0
2016,39799,650_799,non_indigenous,0
2016,40070,650_799,non_indigenous,400
2016,40120,650_799,non_indigenous,837
2016,40220,650_799,non_indigenous,1185
2016,40250,650_799,non_indigenous,3
2016,40310,650_799,non_indigenous,754
2016,40430,650_799,non_indigenous,117
2016,40520,650_799,non_indigenous,453
2016,40700,650_799,non_indigenous,880
2016,40910,650_799,non_indigenous,1596
2016,41010,650_799,non_indigenous,88
2016,41060,650_799,non_indigenous,3488
2016,41140,650_799,non_indigenous,333
2016,41190,650_799,non_indigenous,52
2016,41330,650_799,non_indigenous,52
2016,41560,650_799,non_indigenous,734
2016,41750,650_799,non_indigenous,56
2016,41830,650_799,non_indigenous,56
2016,41960,650_799,non_indigenous,60
2016,42030,650_799,non_indigenous,844
2016,42110,650_799,non_indigenous,182
2016,42250,650_799,non_indigenous,205
2016,42600,650_799,non_indigenous,1025
2016,42750,650_799,non_indigenous,176
2016,43080,650_799,non_indigenous,45
2016,43220,650_799,non_indigenous,37
2016,43360,650_799,non_indigenous,120
2016,43650,650_799,non_indigenous,368
2016,43710,650_799,non_indigenous,135
2016,43790,650_799,non_indigenous,510
2016,43920,650_799,non_indigenous,223
2016,44000,650_799,non_indigenous,0
2016,44060,650_799,non_indigenous,2611
2016,44210,650_799,non_indigenous,438
2016,44340,650_799,non_indigenous,1445
2016,44550,650_799,non_indigenous,858
2016,44620,650_799,non_indigenous,972
2016,44830,650_799,non_indigenous,122
2016,45040,650_799,non_indigenous,862
2016,45090,650_799,non_indigenous,271
2016,45120,650_799,non_indigenous,183
2016,45290,650_799,non_indigenous,1000
2016,45340,650_799,non_indigenous,5689
2016,45400,650_799,non_indigenous,31
2016,45540,650_799,non_indigenous,86
2016,45680,650_799,non_indigenous,3154
2016,45890,650_799,non_indigenous,3811
2016,46090,650_799,non_indigenous,315
2016,46300,650_799,non_indigenous,487
2016,46450,650_799,non_indigenous,736
2016,46510,650_799,non_indigenous,456
2016,46670,650_799,non_indigenous,405
2016,46860,650_799,non_indigenous,48
2016,46970,650_799,non_indigenous,11
2016,47140,650_799,non_indigenous,4595
2016,47290,650_799,non_indigenous,60
2016,47490,650_799,non_indigenous,74
2016,47630,650_799,non_indigenous,265
2016,47700,650_799,non_indigenous,2891
2016,47800,650_799,non_indigenous,204
2016,47910,650_799,non_indigenous,103
2016,47980,650_799,non_indigenous,883
2016,48050,650_799,non_indigenous,921
2016,48130,650_799,non_indigenous,233
2016,48260,650_799,non_indigenous,142
2016,48340,650_799,non_indigenous,438
2016,48410,650_799,non_indigenous,1816
2016,48540,650_799,non_indigenous,776
2016,48640,650_799,non_indigenous,36
2016,48750,650_799,non_indigenous,251
2016,48830,650_799,non_indigenous,593
2016,49399,650_799,non_indigenous,64
2016,49499,650_799,non_indigenous,0
2016,49799,650_799,non_indigenous,0
2016,50080,650_799,non_indigenous,1157
2016,50210,650_799,non_indigenous,1670
2016,50250,650_799,non_indigenous,10
2016,50280,650_799,non_indigenous,365
2016,50350,650_799,non_indigenous,333
2016,50420,650_799,non_indigenous,1611
2016,50490,650_799,non_indigenous,891
2016,50560,650_799,non_indigenous,68
2016,50630,650_799,non_indigenous,34
2016,50770,650_799,non_indigenous,60
2016,50840,650_799,non_indigenous,202
2016,50910,650_799,non_indigenous,36
2016,50980,650_799,non_indigenous,137
2016,51080,650_799,non_indigenous,32
2016,51120,650_799,non_indigenous,28
2016,51190,650_799,non_indigenous,1038
2016,51260,650_799,non_indigenous,1058
2016,51310,650_799,non_indigenous,337
2016,51330,650_799,non_indigenous,1753
2016,51400,650_799,non_indigenous,312
2016,51470,650_799,non_indigenous,18
2016,51540,650_799,non_indigenous,106
2016,51610,650_799,non_indigenous,32
2016,51680,650_799,non_indigenous,119
2016,51750,650_799,non_indigenous,146
2016,51820,650_799,non_indigenous,1960
2016,51890,650_799,non_indigenous,272
2016,51960,650_799,non_indigenous,42
2016,52030,650_799,non_indigenous,37
2016,52100,650_799,non_indigenous,33
2016,52170,650_799,non_indigenous,90
2016,52240,650_799,non_indigenous,38
2016,52310,650_799,non_indigenous,29
2016,52380,650_799,non_indigenous,3
2016,52450,650_799,non_indigenous,35
2016,52520,650_799,non_indigenous,26
2016,52590,650_799,non_indigenous,104
2016,52660,650_799,non_indigenous,354
2016,52730,650_799,non_indigenous,222
2016,52800,650_799,non_indigenous,23
2016,52870,650_799,non_indigenous,201
2016,52940,650_799,non_indigenous,34
2016,53010,650_799,non_indigenous,17
2016,53080,650_799,non_indigenous,24
2016,53150,650_799,non_indigenous,129
2016,53220,650_799,non_indigenous,17
2016,53290,650_799,non_indigenous,323
2016,53360,650_799,non_indigenous,56
2016,53430,650_799,non_indigenous,581
2016,53570,650_799,non_indigenous,161
2016,53640,650_799,non_indigenous,30
2016,53710,650_799,non_indigenous,42
2016,53780,650_799,non_indigenous,2526
2016,53800,650_799,non_indigenous,917
2016,53920,650_799,non_indigenous,4
2016,53990,650_799,non_indigenous,647
2016,54060,650_799,non_indigenous,126
2016,54130,650_799,non_indigenous,36
2016,54170,650_799,non_indigenous,2655
2016,54200,650_799,non_indigenous,1186
2016,54280,650_799,non_indigenous,343
2016,54310,650_799,non_indigenous,64
2016,54340,650_799,non_indigenous,143
2016,54410,650_799,non_indigenous,34
2016,54480,650_799,non_indigenous,19
2016,54550,650_799,non_indigenous,42
2016,54620,650_799,non_indigenous,19
2016,54690,650_799,non_indigenous,17
2016,54760,650_799,non_indigenous,23
2016,54830,650_799,non_indigenous,766
2016,54900,650_799,non_indigenous,29
2016,54970,650_799,non_indigenous,5
2016,55040,650_799,non_indigenous,7
2016,55110,650_799,non_indigenous,2815
2016,55180,650_799,non_indigenous,301
2016,55250,650_799,non_indigenous,6
2016,55320,650_799,non_indigenous,1843
2016,55390,650_799,non_indigenous,0
2016,55460,650_799,non_indigenous,75
2016,55530,650_799,non_indigenous,13
2016,55600,650_799,non_indigenous,54
2016,55670,650_799,non_indigenous,16
2016,55740,650_799,non_indigenous,155
2016,55810,650_799,non_indigenous,6
2016,55880,650_799,non_indigenous,12
2016,55950,650_799,non_indigenous,13
2016,56090,650_799,non_indigenous,807
2016,56160,650_799,non_indigenous,0
2016,56230,650_799,non_indigenous,538
2016,56300,650_799,non_indigenous,60
2016,56370,650_799,non_indigenous,22
2016,56460,650_799,non_indigenous,153
2016,56580,650_799,non_indigenous,246
2016,56620,650_799,non_indigenous,0
2016,56730,650_799,non_indigenous,337
2016,56790,650_799,non_indigenous,138
2016,56860,650_799,non_indigenous,8
2016,56930,650_799,non_indigenous,19
2016,57000,650_799,non_indigenous,3
2016,57080,650_799,non_indigenous,300
2016,57140,650_799,non_indigenous,45
2016,57210,650_799,non_indigenous,177
2016,57280,650_799,non_indigenous,50
2016,57350,650_799,non_indigenous,45
2016,57420,650_799,non_indigenous,48
2016,57490,650_799,non_indigenous,2678
2016,57630,650_799,non_indigenous,0
2016,57700,650_799,non_indigenous,382
2016,57770,650_799,non_indigenous,34
2016,57840,650_799,non_indigenous,751
2016,57910,650_799,non_indigenous,4769
2016,57980,650_799,non_indigenous,321
2016,58050,650_799,non_indigenous,2448
2016,58190,650_799,non_indigenous,5
2016,58260,650_799,non_indigenous,14
2016,58330,650_799,non_indigenous,140
2016,58400,650_799,non_indigenous,9
2016,58470,650_799,non_indigenous,0
2016,58510,650_799,non_indigenous,705
2016,58540,650_799,non_indigenous,29
2016,58570,650_799,non_indigenous,542
2016,58610,650_799,non_indigenous,68
2016,58680,650_799,non_indigenous,11
2016,58760,650_799,non_indigenous,3412
2016,58820,650_799,non_indigenous,119
2016,58890,650_799,non_indigenous,27
2016,59030,650_799,non_indigenous,5
2016,59100,650_799,non_indigenous,29
2016,59170,650_799,non_indigenous,26
2016,59250,650_799,non_indigenous,4
2016,59310,650_799,non_indigenous,46
2016,59320,650_799,non_indigenous,11
2016,59330,650_799,non_indigenous,15
2016,59340,650_799,non_indigenous,59
2016,59350,650_799,non_indigenous,0
2016,59360,650_799,non_indigenous,24
2016,59370,650_799,non_indigenous,147
2016,59499,650_799,non_indigenous,0
2016,59799,650_799,non_indigenous,0
2016,60210,650_799,non_indigenous,321
2016,60410,650_799,non_indigenous,498
2016,60610,650_799,non_indigenous,753
2016,60810,650_799,non_indigenous,838
2016,61010,650_799,non_indigenous,101
2016,61210,650_799,non_indigenous,266
2016,61410,650_799,non_indigenous,1578
2016,61510,650_799,non_indigenous,360
2016,61610,650_799,non_indigenous,984
2016,61810,650_799,non_indigenous,340
2016,62010,650_799,non_indigenous,17
2016,62210,650_799,non_indigenous,300
2016,62410,650_799,non_indigenous,205
2016,62610,650_799,non_indigenous,1705
2016,62810,650_799,non_indigenous,1146
2016,63010,650_799,non_indigenous,600
2016,63210,650_799,non_indigenous,239
2016,63410,650_799,non_indigenous,44
2016,63610,650_799,non_indigenous,944
2016,63810,650_799,non_indigenous,415
2016,64010,650_799,non_indigenous,2305
2016,64210,650_799,non_indigenous,761
2016,64610,650_799,non_indigenous,516
2016,64810,650_799,non_indigenous,503
2016,65010,650_799,non_indigenous,213
2016,65210,650_799,non_indigenous,126
2016,65410,650_799,non_indigenous,563
2016,65610,650_799,non_indigenous,131
2016,65810,650_799,non_indigenous,869
2016,69499,650_799,non_indigenous,0
2016,69799,650_799,non_indigenous,0
2016,70200,650_799,non_indigenous,225
2016,70420,650_799,non_indigenous,21
2016,70540,650_799,non_indigenous,0
2016,70620,650_799,non_indigenous,5
2016,70700,650_799,non_indigenous,21
2016,71000,650_799,non_indigenous,707
2016,71300,650_799,non_indigenous,7
2016,72200,650_799,non_indigenous,76
2016,72300,650_799,non_indigenous,181
2016,72330,650_799,non_indigenous,9
2016,72800,650_799,non_indigenous,260
2016,73600,650_799,non_indigenous,16
2016,74050,650_799,non_indigenous,0
2016,74550,650_799,non_indigenous,11
2016,74560,650_799,non_indigenous,5
2016,74660,650_799,non_indigenous,12
2016,74680,650_799,non_indigenous,3
2016,79399,650_799,non_indigenous,96
2016,79499,650_799,non_indigenous,0
2016,79799,650_799,non_indigenous,0
2016,89399,650_799,non_indigenous,5253
2016,89499,650_799,non_indigenous,0
2016,89799,650_799,non_indigenous,0
2016,99399,650_799,non_indigenous,82
2016,99499,650_799,non_indigenous,0
2016,99799,650_799,non_indigenous,0
2016,10050,800_999,indigenous,52
2016,10130,800_999,indigenous,74
2016,10250,800_999,indigenous,38
2016,10300,800_999,indigenous,4
2016,10470,800_999,indigenous,82
2016,10550,800_999,indigenous,31
2016,10600,800_999,indigenous,17
2016,10650,800_999,indigenous,4
2016,10750,800_999,indigenous,286
2016,10800,800_999,indigenous,16
2016,10850,800_999,indigenous,7
2016,10900,800_999,indigenous,46
2016,10950,800_999,indigenous,15
2016,11100,800_999,indigenous,27
2016,11150,800_999,indigenous,24
2016,11200,800_999,indigenous,37
2016,11250,800_999,indigenous,57
2016,11300,800_999,indigenous,0
2016,11350,800_999,indigenous,18
2016,11400,800_999,indigenous,15
2016,11450,800_999,indigenous,19
2016,11500,800_999,indigenous,145
2016,11520,800_999,indigenous,9
2016,11570,800_999,indigenous,67
2016,11600,800_999,indigenous,8
2016,11650,800_999,indigenous,451
2016,11700,800_999,indigenous,30
2016,11720,800_999,indigenous,135
2016,11730,800_999,indigenous,134
2016,11750,800_999,indigenous,18
2016,11800,800_999,indigenous,133
2016,12000,800_999,indigenous,8
2016,12150,800_999,indigenous,37
2016,12350,800_999,indigenous,54
2016,12380,800_999,indigenous,51
2016,12700,800_999,indigenous,10
2016,12730,800_999,indigenous,10
2016,12750,800_999,indigenous,88
2016,12850,800_999,indigenous,48
2016,12870,800_999,indigenous,7
2016,12900,800_999,indigenous,31
2016,12930,800_999,indigenous,31
2016,12950,800_999,indigenous,28
2016,13010,800_999,indigenous,34
2016,13310,800_999,indigenous,28
2016,13340,800_999,indigenous,9
2016,13450,800_999,indigenous,50
2016,13510,800_999,indigenous,26
2016,13550,800_999,indigenous,57
2016,13660,800_999,indigenous,11
2016,13800,800_999,indigenous,44
2016,13850,800_999,indigenous,3
2016,13910,800_999,indigenous,35
2016,14000,800_999,indigenous,17
2016,14100,800_999,indigenous,0
2016,14170,800_999,indigenous,43
2016,14200,800_999,indigenous,63
2016,14300,800_999,indigenous,7
2016,14350,800_999,indigenous,103
2016,14400,800_999,indigenous,15
2016,14500,800_999,indigenous,0
2016,14550,800_999,indigenous,27
2016,14600,800_999,indigenous,34
2016,14650,800_999,indigenous,300
2016,14700,800_999,indigenous,0
2016,14750,800_999,indigenous,17
2016,14850,800_999,indigenous,82
2016,14870,800_999,indigenous,40
2016,14900,800_999,indigenous,88
2016,14920,800_999,indigenous,45
2016,14950,800_999,indigenous,5
2016,15050,800_999,indigenous,128
2016,15240,800_999,indigenous,215
2016,15270,800_999,indigenous,39
2016,15300,800_999,indigenous,75
2016,15350,800_999,indigenous,4
2016,15520,800_999,indigenous,12
2016,15560,800_999,indigenous,12
2016,15650,800_999,indigenous,51
2016,15700,800_999,indigenous,59
2016,15750,800_999,indigenous,53
2016,15800,800_999,indigenous,23
2016,15850,800_999,indigenous,47
2016,15900,800_999,indigenous,207
2016,15950,800_999,indigenous,4
2016,15990,800_999,indigenous,31
2016,16100,800_999,indigenous,5
2016,16150,800_999,indigenous,84
2016,16200,800_999,indigenous,57
2016,16260,800_999,indigenous,48
2016,16350,800_999,indigenous,203
2016,16380,800_999,indigenous,166
2016,16400,800_999,indigenous,124
2016,16490,800_999,indigenous,44
2016,16550,800_999,indigenous,59
2016,16610,800_999,indigenous,53
2016,16650,800_999,indigenous,23
2016,16700,800_999,indigenous,6
2016,16900,800_999,indigenous,80
2016,16950,800_999,indigenous,212
2016,17000,800_999,indigenous,36
2016,17040,800_999,indigenous,18
2016,17080,800_999,indigenous,28
2016,17100,800_999,indigenous,7
2016,17150,800_999,indigenous,54
2016,17200,800_999,indigenous,85
2016,17310,800_999,indigenous,214
2016,17350,800_999,indigenous,4
2016,17400,800_999,indigenous,20
2016,17420,800_999,indigenous,17
2016,17550,800_999,indigenous,136
2016,17620,800_999,indigenous,29
2016,17640,800_999,indigenous,6
2016,17650,800_999,indigenous,25
2016,17750,800_999,indigenous,125
2016,17850,800_999,indigenous,7
2016,17900,800_999,indigenous,51
2016,17950,800_999,indigenous,7
2016,18020,800_999,indigenous,34
2016,18050,800_999,indigenous,12
2016,18100,800_999,indigenous,11
2016,18200,800_999,indigenous,17
2016,18230,800_999,indigenous,230
2016,18250,800_999,indigenous,6
2016,18350,800_999,indigenous,30
2016,18400,800_999,indigenous,35
2016,18450,800_999,indigenous,184
2016,18500,800_999,indigenous,5
2016,18710,800_999,indigenous,7
2016,19399,800_999,indigenous,0
2016,19499,800_999,indigenous,0
2016,19799,800_999,indigenous,0
2016,20110,800_999,indigenous,3
2016,20260,800_999,indigenous,10
2016,20570,800_999,indigenous,62
2016,20660,800_999,indigenous,34
2016,20740,800_999,indigenous,12
2016,20830,800_999,indigenous,18
2016,20910,800_999,indigenous,3
2016,21010,800_999,indigenous,9
2016,21110,800_999,indigenous,12
2016,21180,800_999,indigenous,33
2016,21270,800_999,indigenous,3
2016,21370,800_999,indigenous,48
2016,21450,800_999,indigenous,26
2016,21610,800_999,indigenous,62
2016,21670,800_999,indigenous,7
2016,21750,800_999,indigenous,13
2016,21830,800_999,indigenous,4
2016,21890,800_999,indigenous,48
2016,22110,800_999,indigenous,55
2016,22170,800_999,indigenous,54
2016,22250,800_999,indigenous,12
2016,22310,800_999,indigenous,17
2016,22410,800_999,indigenous,24
2016,22490,800_999,indigenous,0
2016,22620,800_999,indigenous,73
2016,22670,800_999,indigenous,15
2016,22750,800_999,indigenous,90
2016,22830,800_999,indigenous,80
2016,22910,800_999,indigenous,9
2016,22980,800_999,indigenous,3
2016,23110,800_999,indigenous,28
2016,23190,800_999,indigenous,15
2016,23270,800_999,indigenous,41
2016,23350,800_999,indigenous,3
2016,23430,800_999,indigenous,16
2016,23670,800_999,indigenous,24
2016,23810,800_999,indigenous,48
2016,23940,800_999,indigenous,4
2016,24130,800_999,indigenous,5
2016,24210,800_999,indigenous,4
2016,24250,800_999,indigenous,0
2016,24330,800_999,indigenous,23
2016,24410,800_999,indigenous,17
2016,24600,800_999,indigenous,9
2016,24650,800_999,indigenous,41
2016,24780,800_999,indigenous,80
2016,24850,800_999,indigenous,18
